idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1840	1670	*	Hvernig nakinn hermaður varð hershöfðingi	Sögur og brandarar (1200-1999)	1640-1674 Maður og heppnir slys	Hermaður fer úr fötunum sínum til að baða sig. Óvænt kemur konungurinn og hermaðurinn flýtir sér nakinn aftur á stöð sína. Konungurinn fer með hann heim enn nakinn og spyr konurnar þar hver þeirra vilji giftast þessum hermanni. Dóttir hershöfðingja býður sig fram og hermaðurinn er gerður að hershöfðingja.
1841	1674	*	Fyrirbyggjandi þeyting	Sögur og brandarar (1200-1999)	1640-1674 Maður og heppnir slys	Kennari slær nemendur sína áður en þeir gera eitthvað rangt, svo að þeir læri að gera ekki neitt rangt.
1842	1675	-	Uxinn/Asninn sem borgarstjóri	Sögur og brandarar (1200-1999)	1675-1724 Heimski maðurinn	Svindlarar (nemendur, kjötkaupmaður) blekkja bónda til að halda að uxi hans (kálfur, asni) sé svo klár að hann ætti að fara í skóla. Bóndinn gefur þeim peninga fyrir skólagjöldin og þeir taka uxann og selja hann (slátra). Seinna þegar bóndinn vill heimsækja uxann sinn, segja þeir honum að hann hafi útskrifast og sé nú borgarstjóri (dómari, lögfræðingur) í annarri borg. Bóndinn móðgast yfir vanþakklæti dýrsins og fer að finna hann. Hann krefst þess að hitta borgarstjórann (sem heitir Uxi eða hefur sama nafn og uxinn). Borgarstjórinn kallar á hjálp til að henda reiða bóndanum út. Eða bóndinn ber borgarstjórann þar til hann borgar skólagjöldin til baka.
1843	1676	-	Uppgefinn draugur	Sögur og brandarar (1200-1999)	1675-1724 Heimski maðurinn	Maður (stúlka) eyðir nóttinni (heldur vörð) í kirkjugarði (reimtri stöðu). Brögður (nokkrir menn) ákveður að hræða hann með því að þykjast vera draugur (dauður maður). Áhorfandinn slær (særir) falska drauginn (rekur hann burt). Í sumum afbrigðum ver fórnarlambið sig ekki. Óþekkt vera (djöfullinn, í afrísk-amerískum afbrigðum, t.d. api í dulargervi) hræðir (særir, rekur burt) falska drauginn.
1844	1676	*	Heimski bóndinn lærir læknisfræði	Sögur og brandarar (1200-1999)	1675-1724 Heimski maðurinn	Heimskur sveitastrákur (sígaunastrákur) vill læra læknisfræði hjá lækni. Læknirinn kemur með hann þegar hann heimsækir sjúkling og lætur hann smakka innihald pottsins.
1845	1676	B	Hræddur til dauða	Sögur og brandarar (1200-1999)	1675-1724 Heimski maðurinn	Maður (hermaður, vinnukona) sem segist ekki óttast neitt veðjar á að hann sé nógu hugrakkur til að fara í kirkjugarð að nóttu til. Sem sönnun fyrir heimsókn sinni ætlar hann að stinga hníf (gaffal, snældu) í eina af gröfunum. Maðurinn gerir þetta, en þegar hann stingur hnífnum í gröfina festist hann í fötum hans. Þegar hann reynir að fara finnst honum hann vera gripinn og heldur að hinn látni (djöfullinn) sé að draga hann til baka. Hann deyr úr hræðslu. Næsta morgun finnst hann liggjandi á gröfinni.
1846	1676	C	Raddir úr kirkjugarðinum	Sögur og brandarar (1200-1999)	1675-1724 Heimski maðurinn	Svikari talar (með dulbúinni röddu) við menn (hermenn, annað fólk) sem bera kistu í kirkjugarði. Þeir halda að þetta sé draugur (látinn einstaklingur) og flýja í ofboði.
1847	1676	D	"Þetta er höfuðið á mér!"	Sögur og brandarar (1200-1999)	1675-1724 Heimski maðurinn	Nokkrir ungir menn (á gistihúsi) skora hver á annan til að stela hauskúpu úr kirkjugarði. Einn þeirra, sem er ekki hræddur (dóttir gistihúseigandans), fer í kirkjugarðinn til að stela hauskúpunni og hinir fara og fela sig í grafirnar. Þegar óttalausi maðurinn finnur hauskúpu kallar rödd: „Láttu hana vera, þetta er höfuðið mitt!“ Hann kastar hauskúpunni til baka og finnur aðra. Aftur kallar röddin: „Láttu hana vera, þetta er höfuðið mitt!“ Óttalausi maðurinn svarar: „Enginn hefur tvö höfuð“ og tekur hana með sér. Í sumum afbrigðum er þetta endurtekið nokkrum sinnum, fyrir höfuð (bein) afa, föður, frænda (annarra ættingja).
1848	1676	H*	Systir djöfulsins	Sögur og brandarar (1200-1999)	1675-1724 Heimski maðurinn	Maður (bóndi, kaupmaður) fer á hverju kvöldi á gistihúsið til að drekka (hefur miklar áhyggjur). Kona hans (sjómaður) vill draga úr þessu (hræða hann). Hún dulbýr sig (í hvítu laki) og hittir hann á leiðinni heim. Maðurinn spyr: „Hver ert þú?“ Hún segir: „Ég er djöfullinn.“ Hann svarar: „Ó, þá er ég giftur systur þinni (frænku)“.
1849	1678	-	Drengurinn sem hafði aldrei séð konu	Sögur og brandarar (1200-1999)	1675-1724 Heimski maðurinn	Eftir að móðir hans deyr er drengur alinn upp í einangrun og sér aldrei konu. Þegar hann er fjórtán (átján) ára gamall fer faðir hans með hann í næsta bæ. Þar sér hann stelpur í fyrsta skipti og spyr hvers konar verur (dýr) þær séu. Faðir hans segir að þær séu litlir djöflar (gæsir). Drengurinn biður föður sinn að kaupa nokkrar til að taka með sér heim. Eða einhver spyr hvað honum líkaði best og hann svarar: „Djöflar“.
