idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1760	1588	*	Hið ósýnilega	Sögur og brandarar (1200-1999)	1525-1639 Snjall maður	Dómari kallar ákveðinn mann sem vitni og spyr hann hvort hann hafi séð eitthvað. Maðurinn svarar að hann hafi aðeins heyrt. Dómarinn vísar honum frá og segir að allt sem hann hafi heyrt sé einskis virði. Þegar hann fer öskrar vitnið uppi kraftmiklum prumpi. Dómarinn ávítar hann en maðurinn spyr hvort hann hafi séð það: allt sem hann hafi heyrt sé einskis virði.
1761	1588	**	Svikari gripinn með því að grípa eigin orð	Sögur og brandarar (1200-1999)	1525-1639 Snjall maður	Faðir varar syni sína við rauðhærðum og rauðsvipuðum mönnum. Þeir gista hjá rauðhærðum gistihúsaeiganda. Þeim líkar svo vel maturinn hans að þeir segja honum að hver skeið sé tíu franka virði. Gistihúsaeigandinn telur leynilega hversu margar skeiðar þeir borða. Þegar þeir fara að borga krefst hann mikillar fjárhæðar. Seinna á leiðinni hitta synirnir rauðsvipaðan mann og eru að fara að flýja. Hann stöðvar þá og spyr hvers vegna, svo þeir segja honum frá viðvörun föður síns og brögðum gistihúsaeigandans. Rauðsvipaði maðurinn fer aftur með þeim á gistihúsið. Gistihúsaeigandinn er að fara að slátra dýri og rauðsvipaði maðurinn semur um að kaupa fjórðung (öxlina). Hann dregur sverðið sitt eins og hann ætli að slátra gistihúsaeigandanum og taka fjórðung af líkama hans. Gistihúsaeigandinn leysir sig fyrir jafn mikla peninga og synirnir höfðu borgað fyrir matinn. Rauðsvipaði maðurinn gefur þeim peningana.
1762	1588	***	Sviksamlega erfðaskráin	Sögur og brandarar (1200-1999)	1525-1639 Snjall maður	Svikari (sem hefur fengið þjálfun frá ættingja eða vinnur með samsekur) þykist vera látinn maður og ræður erfðaskrá hans fyrir lögbókanda sem veit ekki af andlátinu. Ólíkt fyrirfram ákveðinni áætlun kemur nýja erfðaskráin svikaranum til góða (gefur honum alla dánarbúið).
1763	1589	-	Hundur lögmannsins stelur kjöti	Sögur og brandarar (1200-1999)	1525-1639 Snjall maður	Kjötþjónn sér hund stela kjöti. Hann hleypur á eftir honum og kemst að því að þetta er hundur lögmanns. Hann spyr lögmanninn hver refsingin sé fyrir glæpinn og fær að vita hversu háar skaðabæturnar yrðu. Kjötþjónninn segir lögmanninum að þetta hafi verið hundur hans (þ.e. lögmannsins). Lögmaðurinn greiðir skaðabæturnar en kallar á kjötþjóninn aftur og krefst meiri peninga (tvöfaldrar) í greiðslu fyrir ráðleggingar sínar.
1764	1590	-	Vörn ólögráða	Sögur og brandarar (1200-1999)	1525-1639 Snjall maður	Þessi saga er aðallega til í tveimur mismunandi myndum: (1) Tveir menn berjast um landsvæði sem hvor heldur fram að sé sitt eigið. Málið kemur fyrir dómstóla. Fals eigandinn (einn eða fleiri vitni) sver falskan eið: Meinsærinn tekur jörð af eigin eign og setur hana í skóna sína (auða eða kamb undir hattinn sinn). Hann fer á eignina (fyrir dómarann) og sver að hann standi á eigin landi, eða kallar á skaparann (auða, þýska Schöpfer) eða dómarann (kambinn, þýska mállýskan Richter) sem vitni. Málið er dæmt í hag svikarans (hann er refsað með raun eða af mönnum eða yfirnáttúrulegum öflum strax eða eftir dauðann). Sagan lýkur með útskýringu á eignarhaldi á staðnum (viðvörun gegn falskum vitnisburði). (2) Vegna leti (glæpsamlegra athafna o.s.frv.) missir maður (Eulen spiegel) náð konungs síns (húsbónda). Sem refsing (til að losna við hann) er hann rekinn í útlegð. Maðurinn kemur aftur í vagni með erlendan jarðveg (erlendan mold í skónum sínum) og kemst þannig snjallt undan refsingu sinni. Hann sættist við konunginn (er sendur í útlegð aftur; er tekinn höndum og beittur fölskum aftökum og deyr úr hræðslu).
1765	1591	-	Þrír sameiginlegir innlánseigendur	Sögur og brandarar (1200-1999)	1525-1639 Snjall maður	Þessi saga birtist aðallega í tveimur mismunandi myndum: (1) Tveir menn skilja eftir peninga hjá konu og fyrirskipa henni að skila þeim aðeins þegar þau bæði krefjast þeirra. Seinna biður annar um peningana og útskýrir að hinn sé látinn. Konan gefur honum þá. Hinn maðurinn kemur og krefst peninganna. Konan vill ekki gefa honum þá svo hann stefnir með hana fyrir dómstóla. Lögmaður hennar (Demosthenes) ráðleggur henni: Hún ætti að segja dómaranum frá samkomulaginu og bjóðast til að greiða peningana aðeins þegar báðir mennirnir koma og krefjast þeirra. Málinu er vísað frá. (2) Þrír menn skilja eftir peninga hjá bankamanni, með sömu fyrirmælum og í útgáfu (1). Annar þeirra þriggja semur við hina um að taka út hluta af peningunum. Hann segir félögum sínum að hann muni aðeins taka litla upphæð, en hann taki alla upphæðina frá bankamanninum. Bankamaðurinn biður hina tvo, sem samþykkja, þar sem þeir telja að þetta sé aðeins lítil upphæð. Svikarinn fer og sagan endar eins og í útgáfu (1), að fylgja fyrirmælum snjalls ráðgjafa.
1766	1592	-	Járnætandi mýs	Sögur og brandarar (1200-1999)	1525-1639 Snjall maður	Kaupmaður sem er á leið í ferðalag skilur járnhlut (járnhlut, blý, gull) eftir í trausti einhvers (annars kaupmanns, gistihúsaeiganda, vinar, Gyðings). Þegar hann kemur aftur síðar til að sækja eign sína fullyrðir umsjónarmaðurinn að mýs (rottur) hafi étið hana. Kaupmaðurinn rænir syni umsjónarmannsins og fullyrðir að fálki (annar ránfugl) hafi tekið hann burt. Dómarinn ákveður að mennirnir tveir skuli skiptast á eignum sínum. Í Mið-Austurlenskri útgáfu kallar svikinn maðurinn á svindlara (Nasreddin Hodja, Bohlul) um hjálp. Þessi hjálpari hótar að eyðileggja (brenna) húsið til að refsa þjófsmýsunum. Umsjónarmaðurinn lætur undan.
1767	1592	A	Hið umbreytta gull	Sögur og brandarar (1200-1999)	1525-1639 Snjall maður	Kaupmaður (smiður, pílagrímur) gefur nágranna sínum (vini, gyðingi) gullker til að geyma fyrir sig. Þegar kaupmaðurinn síðar biður um það til baka gefur umsjónarmaðurinn honum svipað ker úr kopar (messingi, tólg) og fullyrðir að gullið hafi breyst í ódýrt málm. Kaupmaðurinn rænir syni (börnum) hins falska umsjónarmanns. Hann þjálfar dýr (apa, björn) svo það taki vel á móti umsjónarmanninum og fullyrðir að drengurinn hafi breyst í dýrið. Umsjónarmaðurinn lætur undan.
1768	1592	B	Potturinn eignast barn og deyr	Sögur og brandarar (1200-1999)	1525-1639 Snjall maður	Lánþegi skilar potti ásamt litlum potti og fullyrðir að potturinn hafi alið barn. Hann fær pottinn lánaðan aftur en skilar honum ekki og fullyrðir að potturinn hafi dáið.
1769	1592	B*	Svikandi kaupmaðurinn	Sögur og brandarar (1200-1999)	1525-1639 Snjall maður	Þegar eggjakaupmaður telur hundrað egg svindlar hann á konu með því að spyrja spurninga um aldur ýmissa einstaklinga (fjölskyldumeðlima) og leggja þessar tölur við töluna sem hann hefur skráð.
