idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1000	939	A	Að drepa heimkominn hermann	Raunverulegar sögur (850-999)	930-949 Örlagasögur	Sonur gistihúsaeigenda hjóna afla sér auðs erlendis og snýr heim. Hann sýnir auð sinn en gefur ekki upp hver hann er. Um nóttina er hann myrtur af foreldrum sínum vegna græðgi. Þriðji aðili (venjulega systir hans) eða auðkenndur eign uppgötvar verknaðinn. Foreldrarnir fremja sjálfsmorð.
1001	940	-	Þrír biðlarar í kirkjugarðinum	Raunverulegar sögur (850-999)	930-949 Örlagasögur	Sem sönnun ástarinnar og hugrekkis er biðli sagt að liggja í líkklæðum í kistu í kirkjugarðinum að nóttu til. Annar verður að dulbúa sig sem engil og framkvæma kvöku, og sá þriðji, dulbúinn sem djöfullinn, verður að bera kistuna burt. Þegar engillinn og djöfullinn byrja að berjast stekkur hinn dauði maður upp. Allir þrír flýja og missa þar með möguleika sína á fyrirheitnu samfarir (hjónabandi). Í sumum afbrigðum fylgir atburður þar sem mennirnir hefna sín fyrir bragðið. Í sænskum, finnskum, flæmskum, þýskum og svissneskum afbrigðum dulbúa höfnuðu biðlarnir betlara sem prins og senda hann með vagn og þjón til ungu konunnar til að biðja hennar og giftast.
1002	940	*	Skuldin sem eftirgefin var	Raunverulegar sögur (850-999)	930-949 Örlagasögur	Bóndi finnur peningaupphæð sem tilheyrir nokkrum herrum. Með henni greiðir hann niður skuldir á landi sínu. Eftir tíu ár játar hann sekt sína og vill endurgreiða þeim peningana. Þeir láta hann halda öllu saman.
1003	944	-	Konungur í eitt ár	Raunverulegar sögur (850-999)	930-949 Örlagasögur	Í ákveðinni borg er það siður að ókunnugur maður, sem ekki þekkir lög hennar, sé gerður að konungi. Í lok valdatíma hans eru allar eigur hans teknar frá honum og hann er sendur í útlegð til eyju. Vitur maður (sem hefur verið varaður við þessum sið) skipuleggur að senda allt sem hann þarfnast til eyjarinnar (lætur byggja þar borg) áður en hann er sendur í útlegð. Í sumum útgáfum gefur deyjandi stjórnandi syni sínum gullkúlu (epli) og segir honum að gefa hana mesta fíflinu sem hann finnur. Sonurinn ákveður að gefa hana konungi sem er tilbúinn að vera útlægur eftir að hafa ríkt í eitt ár. Stundum minnir gjöfin konunginn á að skipuleggja að peningar, eigur og matur verði fluttur á staðinn þar sem hann verður sendur í útlegð.
1004	944	*	"Hægt að koma, hægt að fara!"	Raunverulegar sögur (850-999)	930-949 Örlagasögur	Tónlistarmaður og litla húsið hans eru borin burt af sjávarflóði. Hann fiðlar allan tímann. Eða eigandi auðfengins eignar sem vatnið ber burt iðrast ekki heldur segir: „Eins og það kom auðveldlega, svo hefur það nú farið auðveldlega.“
1005	945	-	Heppni og greind.	Raunverulegar sögur (850-999)	930-949 Örlagasögur	Þessi samsetta sagnategund kemur fyrir í mismunandi myndum. Ramminn um Þöglu prinsessuna með innfelldum áskorunarsögum er algengur án ytri ramma um Heppni og Greind. Hinar ýmsu áskorunarsögur koma einnig fyrir án nokkurs ramma. Ytri ramminn er deila milli Greindar og Heppni, um hvor sé öflugri. Sem prófraun er fjárhirðir (garðyrkjumaður, bóndi) gæddur greind. Hann tekur þátt í biðlaraprófi fyrir mállausa prinsessu, sem er boðin í hjónaband hverjum sem getur fengið hana til að tala. Snjalli fjárhirðirinn segir prinsessunni að endi með spurningu (t.d. smiður, skraddari og prestur eyða nóttinni saman. Smiðurinn sker út stúlku, skraddarinn klæðir hana og presturinn lífgar upp á myndina. Hverjum tilheyrir stúlkan?) Þegar prinsessan heldur áfram að þegja byrjar hann að tala við hluti eða dýr sem svara rangt (hann sjálfan) til að freista prinsessunnar til að mótmæla þeim. Að lokum brýtur hún þögnina. En konungurinn neitar að gefa fjárhirðinum dóttur sína og dæmir hann til dauða. Heppnin bjargar honum, sem þýðir að Heppnin er öflugri en Greindin.
1006	945	A*	Peningar og auðæfi	Raunverulegar sögur (850-999)	930-949 Örlagasögur	Peningar og gæfa (Luck & Blessing) reyna mátt sinn á fátækum manni. Sá sem getur gert hann ríkastan verður sigurvegarinn. Peningar gefa manninum peninga. Fljótlega (þrisvar sinnum) tapar hann öllum peningunum (þegar hann er stunginn af geitungum eða vegna þess að hann felur þá í potti þar sem kona hans finnur þá og eyðir þeim). Með hjálp Gæfunnar finnur hann peningana aftur. Þaðan í frá trúir maðurinn á Gæfuna og verður auðugur. Gæfan hefur unnið veðmálið því þar sem engin gæfa er, eru peningar einskis virði. Í sumum afbrigðum vantar rammasagan. Fátækum manni (reipasmið, betlara) er gefin peningaupphæð þrisvar sinnum. Tvisvar tapar hann peningunum vegna óheppilegra aðstæðna (fugl ber þá burt; kona hans selur óafvitandi pottinn þar sem hann er falinn, hann missir hann óvart í ána; hann gleymir felustaðnum). Í þriðja skiptið endurheimtir hann allt vegna heppilegra aðstæðna, eða hann finnur gæfuna sína í hlut sem virtist minna virði (hann fær fisk sem demantur er falinn í maganum).
1007	947	-	Maðurinn sem óheppnin eltir	Raunverulegar sögur (850-999)	930-949 Örlagasögur	Maður sem úlfar ráðast á stekkur út í á til að bjarga sér. Hann drukknar næstum en er bjargað af sjómönnum sem leggja hann niður við vegg. Þegar hann kemst til meðvitundar, nú greinilega óhultur, fellur veggurinn og drepur hann.
1008	947	A	Óheppni er ekki hægt að handtaka	Raunverulegar sögur (850-999)	930-949 Örlagasögur	Verndarmaður (guð, ríkur maður) skilur eftir peninga við vegkantinn (brú) þar sem fátækur maður (einsetumaður) gengur. Þegar fátæki maðurinn kemur á þann stað lokar hann augunum (til að finna hvernig blindum manni líður þegar hann gengur) og gengur því fram hjá peningunum án þess að sjá þá (hann hrasar á peningunum, heldur að þeir séu steinn og sparkar þeim til hliðar). Í kínverskum útgáfum sér hann ekki gullið sem Guð skildi eftir á vegi hans vegna þess að hann er of latur til að sópa burt rykinu sem hylur gullið. Í sumum útgáfum eltir manninn óheppni.
1009	950	-	Rhampsinitus	Raunverulegar sögur (850-999)	950-969 Ræningjar og morðingjar	Tveir þjófar (arkitekt og sonur, tveir synir arkitektsins) ræna fjárhirslu konungs þar sem steinn í veggnum hafði vísvitandi verið skilinn laus. Inngangsopið er uppgötvað með blekkingu. Konungurinn setur gildru og handtekur einn þjófanna. Að beiðni hans höggur félagi hans höfuðið af honum svo hægt sé að fela hver hann er. Lík þjófsins er borið um göturnar til að bera kennsl á ættingja hans (og þar með hann sjálfan) út frá viðbrögðum þeirra. Móðir þjófsins getur ekki borið sorg sína og biður eftirlifandi son sinn að koma með líkið heim. Honum tekst að stela líkinu með því að dulbúa sig og gera verðmenn konungsins ölvaða. Til að bera kennsl á þjófinn leyfir konungurinn öllum mönnum að sofa hjá dóttur hans en skipar henni að spyrja hvern og einn um hans óguðlegasta verk. Ef einhver segir henni frá fjársjóðsþjófnaðinum á hún að grípa hann og halda honum föstum. Þegar þjófurinn heimsækir prinsessuna merkir hún enni hans, og síðan merkir hann alla hina biðlana á sama hátt (hann tekur með sér handlegg látins bróður síns, sem er það sem prinsessan grípur). Konungurinn er hrifinn af snilld þjófsins og tilkynnir að hann muni gefa honum dóttur sína. Þjófurinn afhjúpar hver hann er og er heiðraður sem slægasti Egyptinn allra.
