idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
760	802	-	Bóndinn á himnum	Trúarlegar sögur (750-849)	800-809 Himinninn	Fátækur bóndi (betlari, gömul kona, fátæk stúlka, predikari) kemur til himna á sama tíma og ríkur maður (prestur, lögfræðingur, bæjarbúi, nunna, einsetumaður, dýrlingur, gömul hjón). Ríki maðurinn gengur fyrstur inn og fátæki maðurinn úti heyrir að hann sé fagnaður. Þegar bóndinn gengur inn gerist ekkert slíkt. Þegar bóndinn kvartar yfir því að hlutirnir á himnum séu meðhöndlaðir eins hlutlausir og á jörðu, útskýrir Pétur postuli að fátækir komi til himna á hverjum degi, en ríkur maður komi aðeins einu sinni á hundrað árum.
761	802	A	Trú hans á jafnvægið	Trúarlegar sögur (750-849)	800-809 Himinninn	Prestur sér góð og ill verk sín vegin. Hann biður þá að láta leggja trú sína á Krist (Maríu mey) á vogarskálarnar. Hann er hólpinn.
762	802	A*	Herbergin á himnum	Trúarlegar sögur (750-849)	800-809 Himinninn	Meðan góður maður lifir enn á jörðinni eru honum útbúin nokkur gómsöm herbergi á himnum (paradís). Dauður nískur biður lifandi manninn að gefa honum að minnsta kosti eitt þeirra.
763	803	-	Djöfullinn í fjötrum	Trúarlegar sögur (750-849)	800-809 Himinninn	Kristur bjargar látnum (syndurum) úr helvíti en skilur Salómon eftir þar til að bjarga sjálfum sér. Þá bindur Salómon djöfulinn (Satan, Lúsífer) við keðju sem hann nagar stöðugt í. Á hverju ári, rétt fyrir páska, tekst djöflinum næstum að bíta í gegnum keðjuna, en hún endurnýjar sig samstundis.
764	804	-	Móðir Sankti Péturs fellur af himnum	Trúarlegar sögur (750-849)	800-809 Himinninn	Pétri (öðrum dýrlingi) á himnum er leyft að frelsa móður sína (syndara, norn, föður sinn, skógarhöggvara; prest, þjóf) úr helvíti (hreinsunareldinum). Þegar hún er dregin til himins á reipi (stöngul) grípa hinir íbúar helvítis (hinir látnu) fætur hennar til að losna líka. Hún vill ekki að þeir komi upp og sparkar þeim frá sér. Reipið rifnar og hún fellur aftur til helvítis (Pétur viðurkennir slæma persónuleika hennar og rekur hana út).
765	804	A	Baunastöngullinn til himins	Trúarlegar sögur (750-849)	800-809 Himinninn	Gamalt hjón klifra upp baunastöngul (sem vex upp úr þaki hússins) til himins. Gamli maðurinn klifrar upp og ber konu sína í poka sem hann heldur á með tönnunum. Gamla konan heldur áfram að spyrja hann: „Er himinninn enn langt í burtu?“ Þegar hann svarar fellur hún til jarðar (eiginmaður hennar nær til himins). Í annarri útgáfu lofa gamalt hjón sem klifruðu til himins á baunastöngli að borða ekki brauðdeig (böku, epli) og ekki sitja í litla vagni Guðs. Þau brjóta loforð sitt (konan sest í litla vagninn, sem ekur strax af stað með hana) og þau eru rekin út af himnum.
766	804	B	Kirkjan í helvíti	Trúarlegar sögur (750-849)	800-809 Himinninn	Maður (Salómon, hermaður, smiður, myllari, skósmiður, sígauni, bóndi o.s.frv.) í helvíti hótar að byggja þar kirkju (klaustur). Djöfullinn getur ekki leyft þetta að gerast, þannig að viðkomandi er rekinn úr helvíti (fær gull í leigu, getur gifst dóttur konungs eða leigusala).
767	804	B*	Tavernan við himnahliðið	Trúarlegar sögur (750-849)	800-809 Himinninn	Til að greiða drykkjuskuldir sínar lofar maður (Nobis) djöflinum sjálfum sér. En hann borgaði djöflinum með því að taka á sig barsmíðar í stað sálar sinnar, þannig að hann fær hvorki að komast inn í helvíti né himnaríki. Því næst byrjar hann að reka krá (sem heitir „Nobiskrug“) milli himins og helvítis (utan himnaríkishliðs, utan helvítishliðs). Í sumum útgáfum eru svo margir eftir á kránni fyrir framan innganginn að himnaríki að lokum fær gestgjafinn að komast inn í himnaríki sem fyrirbyggjandi ráðstöfun. Eða margir frambjóðendur til himnaríkis koma með sína eigin drykki frá jörðinni (þeir eru þegar ölvaðir), þannig að gestgjafinn verður að loka rekstri sínum.
768	804	C	Óhæft fyrir helvíti	Trúarlegar sögur (750-849)	800-809 Himinninn	Prestur fullvissar gamla konu um að hún sé ekki dæmd til helvítis því það sé gert til að gráta og gnístra tanna. Hún á þó engar tennur eftir.
769	805	-	Jósef og María hóta að yfirgefa himnaríki	Trúarlegar sögur (750-849)	800-809 Himinninn	Pétur postuli (Guð, Kristur), dyravörður himinsins, tekur eftir ókunnuglegum andlitum meðal fólks síns. Hann kemst að því að Jósef hafði opnað bakdyrnar fyrir þá. Þegar hann spyr Jósef hvers vegna hann gerði slíkt, verður Jósef einnig reiður. Hann sver að hann muni ekki hlýða skipunum Péturs postuli og hótar að yfirgefa himininn með Maríu og barninu. Pétur postuli lætur undan.
