idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
400	312	D	Björgun af hálfu bróðurins	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Dreki (djöfull) tekur burt stúlku (þrjár stúlkur) og drepur bræður hennar þegar þeir reyna að bjarga henni. Eftir töfraþungun (oft með því að gleypa baunir) fæðir móðir systkinanna sterkan son. Þessi sonur drepur drekann, bjargar systur sinni og endurlífgar bræður sína. Öfundsjúku bræðurnir hyggjast drepa þann yngsta. En vegna styrks síns tekst honum að losa sig og refsa bræðrum sínum.
401	313	-	Töfraflugið	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Þessi tegund sameinar ýmsa inngangsþætti með tveimur meginhlutum „Töfraflugsins“ og „Gleymdu unnustunni“. Inngangsþættir: (1) Eftir stríð milli fugla og ferfætlinga er særður örn annast af manni. Örninn (ættingjar hans) gefur manninum kassa sem hann má ekki opna áður en hann kemur heim. Maðurinn óhlýðnast og kastali birtist. Risastór hjálpar manninum að loka kassanum og er í staðinn lofað ófæddum syni mannsins. Í sumum afbrigðum er drengur lofaður illum anda, risa eða djöfli eða drengurinn lofar sjálfum sér illum anda. Illmennið (risinn, djöfullinn) hótar honum dauða og felur unglingnum (oft þrjú) ómöguleg verkefni (t.d. að byggja kastala á einni nóttu, tæma tjörn með sigti, fella skóg með gleröxi, handtaka töfrahest sem hann framkvæmir með hjálp dóttur djöfulsins). Áður en unglingurinn getur gifst dótturinni verður hann að bera kennsl á hana í hópi kvenna (systra hennar) sem líta alveg eins út. (2) Unglingur horfir á stelpur (umbreyttar svanir) baða sig í vatni og stelur svanakjól einnar þeirra. Stúlkan samþykkir að giftast unglingnum og tekur hann með sér heim til föður síns. (3) Konungur sem þjáist af holdsveiki (hrúðri) handtekur prins og gefur honum sælgæti í fjörutíu daga í von um að blóð prinsins muni lækna veikindi hans. Prinsessan verður ástfangin af útlendingnum. Aðalhlutverk: Töfraflug. Dóttir djöfulsins (konungs) notar töframátt sinn til að flýja ásamt unglingnum. Hún skilur eftir töframál (slyp, blóð) til að blekkja föður sinn. Engu að síður... Flótti er uppgötvaður og faðirinn eltir þá. Til að flýja breytir stúlkan sér og unnusta sínum í ýmsa hluti eða persónur (t.d. í rós og þyrnirunna, kirkju og prest, vatn og önd), eða hún kastar töfrahlutum (kamb, bursta, spegli o.s.frv.) sem verða hindranir í vegi eltandans. Eftir þriðju umbreytinguna verður eltandinn að gefast upp (deyr). Í sumum afbrigðum af Töfrafluginu flýja tvö börn (bróðir og systir) frá norn (djöfli, dreka, trölli, norn, úlfi, slæmri stjúpmóður). Unglingurinn fer í heimsókn heim til sín og skilur brúði sína eftir. Heima brýtur hann tabú: Hann óhlýðnast viðvörun brúðarinnar, kyssir einhvern (borðar eitthvað) og gleymir þannig reynslu sinni. Þegar unglingurinn er að fara að giftast annarri konu vekur gleymda unnusta hans upp minningu með því að framkvæma töfrabrögð (lamar þrjá elskendur í vandræðalegum stellingum, stöðvar brúðkaupsvagn nýju brúðarinnar með töfrum, færir með sér nokkra fugla sem minna ungu konuna á hjálp hennar, eða kaupir sér pláss í þrjár nætur í brúðarrúminu af nýju brúði eiginmanns síns, & á þriðju nóttinni vekur hann upp minningu hans. Ungi maðurinn giftist hinni sönnu brúði.
402	313	E*	Flug systurinnar	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Bróðir vill giftast systur sinni. Hún flýr og kemur til undirheimanna að húsi nornarinnar. Þar hittir hún dóttur nornarinnar sem líkist henni. Báðar stúlkurnar flýja frá galdrakonunni með töfraflugi og kasta hlutum á eftir sér. Stúlkurnar breytast í fugla og bróðirinn getur ekki greint á milli þeirra. Hann þykist ætla að drepa sig. Systirin svíkur sjálfa sig með ósjálfrátt gráti. Bróðirinn giftist dóttur galdrakonunnar.
403	314	-	Gullni	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Þessi tegund sameinar ýmsa inngangsþætti með sameiginlegum aðalhluta. Inngangsþættir: (1) Drengur hefur verið lofaður (oft í skiptum fyrir töfragetnað) illum anda (djöfli, risa), eða hann verður sjálfviljugur þjónn í húsi illum anda. Illinn skipar honum að annast tvö (hópa af) dýrum, að fæða annað og vanrækja hitt. Drengurinn fylgir ekki þessum fyrirmælum og vingast þannig við misþyrmda dýrið (töfrahestinn). Gegn banni illum anda fer hann inn í ákveðið herbergi. Sem merki um óhlýðni verður hár hans gullið. Drengurinn og töfrahesturinn sleppa frá illum anda með töfraflugi. (2) Drengur (venjulega sonur stjórnanda) og töfrafolald eru nánir vinir. Móðirin (stjúpmóðirin) vill drepa drenginn. Töfrafolaldið varar drenginn við leynilegum morðtilraunum sínum. Að lokum krefst móðirin þess að drengurinn eða folaldið verði drepið. Drengurinn þykist samþykkja en biður föður sinn um að fá að ríða folaldinu í síðasta sinn. Á þessari reiðtúr flýgur folaldið burt ásamt drengnum (3). Í staðinn fyrir töfragetnað sinn er drengur lofaður illum anda. Á leiðinni að húsi illum anda er drengurinn varaður við (gefið leiðbeiningar um hvernig eigi að drepa illum anda eða flýja). Í herbergjum í húsi illum anda finnur drengurinn fanga eða lík (og hár hans breytist í gull). Drengurinn drepur illum anda og flýr. Aðalhluti: Ungi maðurinn hylur gullna hárið sitt, þykist vera brunasár og tekur við þjónustu við hirð konungs sem garðyrkjumaður. (Hann segir ekkert nema: „Ég veit það ekki.“) En yngsta prinsessan sér hann í sinni réttu mynd (sem gullhærðan riddara sem eyðileggur og endurreisir garðinn þrisvar sinnum). Hún verður ástfangin af Goldener og velur hann sem eiginmann sinn með því að kasta gullepli til hans. Þau giftast en reiður konungur sendir parið í lélegt húsnæði. Konungurinn krefst hjálpar tengdasonum sínum. Goldener á aðeins fátækan grip og er hæddur. Með hjálp töfrahests síns vinnur hann ýmis hetjudáð: Hann fær töfralyfið (t.d. fuglsmjólk, lífsins vatn) fyrir konunginn sem var orðinn blindur, drepur dreka, sigrar erlendan her þrisvar sinnum í dulargervi. Hann særist og konungurinn bindur um hann. Þrisvar sinnum hörfar hann og er hæðst að honum sem fífli. Hver er Gullni? (t.d. með sárum, brennimerkjum) og raunveruleg staða hans er viðurkennd. Hesturinn biður um að vera hálshöggvinn og verður prins (prinsessa, önnur manneskja).
404	314	A	Hirðirinn og risarnir þrír	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Fátækur unglingur (munaðarlaus, fífl, yngstur af þremur bræðrum) leggur af stað með eina erfðagrip sinn (t.d. ryðgaðan sverð) eða með töfrahluti (staf, flautu o.s.frv.) sem þakklátir gamlir menn gáfu honum. Hann verður fjárhirðir konungsins. Unglingnum er leyft að haga búfé sínu á landi konungsins en ekki á nágrannalandi sem tilheyrir þremur risum (því enginn hefur nokkurn tímann snúið aftur þaðan). Unglingurinn óhlýðnast og sigrar, með hjálp töfrahlutanna sinna (styrks), risana þrjá hvern á fætur öðrum (stundum líka móður þeirra). Í gistihúsi risanna finnur unglingurinn töfrahest og brynju úr þremur mismunandi málmum (töfravopn, ómælanlegan auði, hjálpsamir andar, töframenn). Konungurinn lofar dóttur sinni hverjum sem bjargar henni frá (þremur) dreka(m), vinnur mót eða hjálpar honum í bardaga. Unglingurinn, klæddur skínandi brynju sinni og ríður töfrahesti sínum, tekst þrisvar sinnum. Hann hörfar og felur sig þar til prinsessan þekkir hann sem hinn sanna meistara. Unglingurinn giftist prinsessunni og verður konungur.
405	314	A*	Dýr sem hjálpari í fluginu	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Þessi saga er aðallega til í tveimur mismunandi myndum: (1) Ux (hestur, elgur, uxi, björn, úlfur, fuglar) hjálpar börnum (öðrum manni) að flýja frá ofsækjendum sínum (djöfli, norn, ræningjum). (2) Djöfullinn (hvíti úlfurinn) vill ræna (giftast) prinsessu (stúlku). Geit setur strákorn í stað prinsessunnar, biður hina raunverulegu prinsessu að klifra upp í vagn, hylur hana með heyi og segir djöflinum sem hann hittir á leiðinni að prinsessan sé heima. Djöfullinn grípur kornkornið og fer með það til helvítis. Geitin færir stúlkuna heim.
406	315	-	Trúlausa systirin	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Bróðir og systir yfirgefa heimilið (eru rekin burt). Bróðirinn drepur fjölda ræningja (djöfla, risa, dreka) en áttar sig ekki á því að sá síðasti er aðeins særður. Systirin hjálpar særða ræningjanum að jafna sig og hann verður elskhugi hennar. Til að losna við bróðurinn þykist hún vera veik og sendir hann út til að sækja henni mjólk (lifur) hættulegra dýra. Bróðirinn þyrmir dýrunum og þau fylgja honum (flauta honum). Eftir að fyrsta tilraun mistekst bindur systirin bróður sinn með silkiþræði eða sendir hann í töframyllu þar sem dýrin eru haldin. Þegar parið ætlar að drepa bróðurinn flautar hann á dýrin. Þau (brjótast út úr myllunni og) rífa ræningjann í sundur. Ótrúa systirin er fangelsuð (verður að iðrast og fylla tunnu með tárum sínum). Bróðirinn fer á ferðalag, bjargar prinsessu frá dreka og giftist henni. Systirin er leidd fyrir hirðina. Hún reynir að hefna sín á bróður sínum með því að setja (eitrað) bein í rúm hans. Bróðirinn deyr. Dýrin sleikja beinið úr líkama hans og hann lifnar við. Systirin er refsað með dauða.
407	315	A	Kannibal systirin	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Kona (drottning) sem á aðeins syni fæðir dóttur. Stúlkan étur fyrst dýrin, síðan bræður sína og foreldra og að lokum íbúa þorpsins (borgarinnar). Aðeins einn bróðir sleppur. (Eða: Á hverju kvöldi étur einhver hesta við konungshirð. Eldri prinsarnir sem halda vörð mistakast, en sá yngsti skýtur skrímslið. Hann þekkir litlu systur sína sem mannætuna því annar fingur hennar hefur verið skotinn af. Unglingurinn er rekinn burt [sem lygari] eða flýr [stundum ásamt móður sinni eða eldri systur].) Unglingurinn giftist, gefur konu sinni lífsmerki, skilur hundana sína (ung ljón, pardus) eftir og snýr heim. Hann finnur allt í rúst. Systir hans étur hestinn hans og hótar að éta hann líka. Á meðan hún brýnir tennurnar verður unglingurinn að spila á hljóðfæri til að sanna að hann sé enn þarna. Mús tekur sæti hans og hann flýr. Unglingurinn sleppur og klifrar upp í þrjú tré í röð sem systir hans nagar niður. Varaður af lífsmerkinu koma hundar hans til að bjarga honum og drepa mannætusystur.
408	316	-	Nix við myllutjörnina	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Fátækur sjómaður (myllari) lofar (óafvitandi) syni sínum vatnsníkju, sem gerir hann auðmannlegan. Foreldrarnir halda barninu frá vatninu. Þegar tilsettur tími rennur upp fréttir sonurinn af loforði föður síns og flýr. Á leiðinni skiptir ungi maðurinn hræi dýrs á milli ljóns, fálka og maurs (annarra dýra) með því að taka tillit til eiginleika dýranna. Í staðinn fær hann frá þakklátu dýrunum kraftinn til að umbreyta sér í form þeirra. Með því að nota þennan kraft vinnur hann prinsessu fyrir eiginkonu. Eftir að hafa unnið bardaga (á veiðum) kemur ungi maðurinn að vatninu og er gripinn og dreginn niður (gleyptur) af vatnsníkjunni. Með því að bjóða upp á dýrmæta hluti (þrjú gullepli) freistar kona hans níkjunni upp á yfirborðið. Í skiptum fyrir þessa hluti sýnir vatnsníkjunni eiginmann sinn: fyrst upp að höfði sér, síðan upp að mitti. Þegar vatnsníkjunni er sýnt allan líkama eiginmannsins breytist hann í fugl og sleppur.
409	317	-	Tréð sem vex upp á himininn	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Í garði konungs vex tré upp til himins. Dreki (risi) sem býr í trénu tekur prinsessuna burt. Konungurinn lofar henni sem eiginkonu hverjum sem getur fært hana til baka. Í sumum útgáfum lofar konungurinn dóttur sinni hverjum sem færir honum græðandi ávexti af trénu. Eftir að göfugmenni hafa fallið tekst ungum svínahirði að klifra upp í tréð í járnstígvélum. Í efri heiminum gætir ungi maðurinn töfrahests drekans sem segir honum (hann biður prinsessuna að komast að því) hvar kraftur drekans er falinn. Ungi maðurinn drepur drekann, snýr aftur til jarðar ásamt prinsessunni og giftist henni. Í sumum útgáfum gætir ungi maðurinn í efri heiminum töfrahesta álfkonu (Tündér Ilonu) sem gefur honum föt úr kopar, silfri og gulli. Álfkonan verður ástfangin og giftist unglingnum. Ungi maðurinn fer inn í bannað herbergi og frelsar dreka sem tekur álfkonuna burt.
410	318	-	Trúlausa eiginkonan	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Inngangur: Tveir bræður búa saman. Sá yngri vinnur fyrir þann eldri, sem er giftur. Konan reynir að tæla yngri bróðurinn en hann hafnar henni. Hún kvartar við eiginmann sinn yfir því að mágur hennar hafi ráðist á hana. Ungi bróðirinn flýr frá reiða bróður sínum. Í sumum útgáfum heldur þessi hluti áfram svona: Flóttamaðurinn er gripinn og geldur. Eftir þetta býr hann í erlendri borg. Prinsessa verður ástfangin af honum og giftist honum þrátt fyrir að hann hafi verið aflimaður. Þegar konungurinn fréttir af galla tengdasonar síns verður sá síðarnefndi að flýja. Hann er læknaður af yfirnáttúrulegri veru og getur snúið aftur til konu sinnar. Meginhluti: Ungi bróðirinn eignast töfrahluti, þar á meðal töfragjöf (ryðgað sverð, skyrtu sem veitir styrk) frá höggormi sem hann bjargaði (með þjófnaði, á annan hátt). Með þessum hlutum hjálpar hann konungi að sigra og giftist í staðinn prinsessu. Prinsessan á sér elskhuga. Hún sannfærir eiginmann sinn um að gefa henni töfrahlutina (skiptir á þá). Eiginmaðurinn er drepinn og, eins og hann hafði beðið um, er sundurlimað lík hans sett á hest hans og borið í kastala höggormsins. Hinn látni ungi er endurlífgaður (af höggorminum) og honum gefinn kraftur til sjálfsbreytingar. Hann er seldur konungi sem hestur með gullinn fax. Prinsessan þekkir hestinn sem fyrrverandi eiginmann sinn og fyrirskipar að hann verði drepinn. (Að hans ráði) grípur ambátt dropa af blóði hans sem breytast í tré með gullnum eplum. Prinsessan þekkir tréð sem fyrrverandi eiginmann sinn og fyrirskipar að það verði fellt. (Að hans ráði) kastar ambáttin flís í tjörn þar sem hún breytist í gullinn drak. Elskhuginn skilur sverðið og skyrtuna eftir og reynir að ná draknum. Drakinn verður að manni og notar töframátt sinn til að drepa keppinaut sinn og sviksamlega konu sína. Hann giftist ambáttinni.
411	321	-	Augun fundust úr norn	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Unglingur tekur við sem fjárhirðir hjá blindum manni (hjónum) sem einn eða fleiri drekar (risi, norn, álfkona) hafa stolið augum sínum. Unglingnum er varað við að fara með hjörðina sína á haga lengra en ákveðið mark, en hann óhlýðnast. Hann hittir dreka og sigrar hann eða blekkir hann. Hann endurheimtir stolnu augun eða fær töfralyf sem gerir honum kleift að lækna blinda manninn.
412	322	*	Segulfjall dregur allt að sér	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Skip konungs er dregið að segulfjalli og brotið í sundur, og konungurinn skolar meðvitundarlaus á land. Konungurinn fær ráð í draumi og finnur koparboga með þremur blýörvum. Samkvæmt fyrirmælum klifrar hann upp fjallið án þess að líta um öxl eða tala og skýtur koparknapa af koparhesti í musteri með koparsúlum. Knapinn fellur í sjóinn og konungurinn grefur hestinn. Segulfjallið byrjar að sökkva. Koparmaður kemur á koparbát og bjargar konunginum á síðustu stundu. Í sumum útgáfum er björgunarmaðurinn risavaxinn fugl.
413	325	-	Töframaðurinn og nemandi hans	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Faðir gerir son sinn að lærlingi töframanns. Til þess að sonurinn geti losnað við lærlingastarfið að loknu námi verður faðirinn að þekkja hann. Ungi maðurinn lærir leynilega að stunda galdra og flýr, eða faðir hans þekkir hann meðal hóps eins dúfa (annarra fugla) með hjálp tákna sem sonurinn (gamall maður) hafði gefið honum. Sonurinn er látinn laus. Faðirinn selur ungmanninn í röð sem greyhound, uxa og hest, en sonurinn segir honum að selja ekki það sem bindur þá (taum, ok, beisli). Þannig verða faðir og sonur ríkir. En að lokum snýr ungmaðurinn sem hestur aftur til áhrifa töframannsins vegna þess að faðirinn, þvert á fyrirmæli, lætur töframanninn taka beislið. Þannig missir ungmaðurinn mátt sinn og er kvalinn af töframanninum. Að lokum tekst ungmanninum að fjarlægja beislið. Hann sigrar töframanninn í umbreytingarbardaga (þeir breyta sér í héra, fisk, fugl o.s.frv.) og sleppur. Að lokum, umbreyttur í hring (epli o.s.frv.), fellur hann í kjöltu prinsessu. Þegar töframaðurinn biður um hringinn kastar prinsessan honum frá sér og maískorn falla á jörðina. Töframaðurinn, sem hani, ætlar að éta maísinn en ungi maðurinn breytist í refur og bítur höfuð hanans af. Hann giftist prinsessunni.
414	325	*	Lærlingur galdramannsins	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Lærlingur galdramanns sem les vers úr bannaðri bók kallar fram anda en getur ekki fengið hann til að fara. Þegar galdramaðurinn les versið aftur á bak hverfur andinn.
415	325	**	Galdramaður refsaður	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Galdramaður sem framdi illverk (t.d. drap sauðfé bónda) er refsað af öðrum galdramanni (t.d. hann er galdraður og honum vex hali).
416	326	-	Unga fólkið sem vildi læra hvað ótti er	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Unglingur (fífl) sem veit ekki hvað ótti er fer að finna hann. Hann reynir ýmsar ógnvekjandi upplifanir án þess að verða hræddur: Hann er rakaður af rakaradraugi, eyðir nóttinni undir gálga eða í draugalegu kastala, leikur sér við látna (keilu, spil) o.s.frv. Með óttalausri hegðun sinni gerir hann kastala ótöfraðan (vinnur fjársjóð, fyrirheitna prinsessu). Unglingurinn lærir loksins hvað ótti er þegar kalt vatn er hellt á hann, fiskar eru settir í rúm hans á meðan hann sefur, fuglar fljúga í andlit hans, afhöggnu höfuði hans er sett aftur á bak o.s.frv. Stundum kynferðislegt: hann finnur konu í rúminu sínu.
417	326	A*	Sálin leyst úr kvölum	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Fátækur hermaður eyðir nótt í draugalegu húsi til að vinna sér inn verðlaun. Hann er ekki hræddur við að draga keðjur, gráta, falla útlimi o.s.frv. Hermaðurinn frelsar órólegan anda frá refsingu með óttalausri hegðun sinni (með því að gefa óréttlátan ávinning hans til góðgerðarmála). Hann uppgötvar fjársjóð (og gæti haldið hluta af honum sjálfur).
418	326	B*	Æskan og líkið	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Óhræddur unglingur ber lík (nokkrir lík), hræðir ræningja með því að þykjast éta það og tekur herfang þeirra. Með líkinu yfirbugar hann illa anda, frelsar prinsessu og giftist henni.
419	327	-	Börnin og tröllið	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Þessi tegund vísar til hringrásar af skyldum sögum. Hún sameinar þætti úr gerðum 327A, 327B og 327C.
420	327	A	Hans og Gréta	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	(Fátækur) faðir (sem stjúpmóðirin sannfærir) yfirgefur börnin sín (dreng og stúlku) í skóginum. Tvisvar finna börnin leið sína heim eftir dreifðum steinum. Á þriðju nóttinni éta fuglar dreifðar baunirnar (brauðmylsnuna). Börnin rekast á piparkökuhús sem tilheyrir norn (tröllkonu). Hún tekur þau inn í hús sitt. Drengurinn er feitur en stúlkan verður að sinna heimilisstörfum. Nornin biður drenginn að sýna fingurinn til að prófa hversu feitur hann er, en hann sýnir henni bein (prik). Þegar nornin vill elda drenginn blekkir systirin hana með því að þykjast fáfróður og ýtir henni inn í ofninn. (Sonur nornarinnar kemst að því að móðir hans hefur verið drepin og eltir börnin.) Börnin flýja og bera fjársjóð nornarinnar með sér. Fuglar og dýr (englar) hjálpa þeim yfir vatnið. Þau snúa heim.
421	327	B	Bræðurnir og tröllið	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Sjö (þrír, tólf, þrjátíu) bræður koma að húsi trölls þar sem þeim er gefin næturgisting. Tröllið ætlar að höggva höfuð bræðranna af. Til að þekkja dætur sínar gefur það þeim náttklúta (höfuðklúta). Einn bróðirinn (oft sá yngsti, Þumalfingur) uppgötvar áætlunina og allir bræðurnir setja á sig náttklúta dætra tröllsins (skipta á húfum þeirra fyrir höfuðklúta dætranna, skipta um svefnpláss við dæturnar). Um nóttina höggur tröllið af óvart höfuð dætra sinna. Bræðurnir flýja.
422	327	C	Djöfullinn (nornin) ber hetjuna heim í sekk	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Norn (tröll) lokkar dreng (getinn með galdri, þumalfingri) í poka sinn og ber hann burt (frá heimili sínu). Með því að blekkja nornina (setja steina, þyrna, leðju o.s.frv. í hans stað) tekst drengnum að sleppa tvisvar úr pokanum. Í þriðja skiptið ber nornin hann heim til sín. Dóttir nornarinnar á að drepa hann. Drengurinn blekkir dótturina (með því að láta hana sýna sér hvernig hann ætti að búa sig undir að vera drepinn), kastar henni í pott (brennir hana í ofninum) og ber hana fram sem máltíð fyrir fjölskyldu hennar. Hann hæðist að norninni, drepur hana og snýr aftur heim (stundum með fjársjóð nornarinnar).
423	327	D	Kiddelkaddelkarinn	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Drengur og stúlka týnast í skógi og koma að húsi trölls. Konan verndar börnin, en tröllið uppgötvar þau og ætlar að hengja þau. Stúlkan sannfærir tröllið um að sýna þeim hvernig á að gera það. Tröllið hengir sig, biður um að vera leyst úr haldi og lofar börnunum „kiddelkaddel kar“ sínum, töfravagni dreginn af (gullnum) hórum, og miklum fjársjóði. Börnin flýja og biðja þrjá menn á leiðinni að segja ekki frá leið sinni. Þriðji maðurinn er svo hræddur við tröllið að hann svíkur börnin, sem fela sig í helli. Tröllið, sem grunar ekki nærveru barnanna, leggst niður til að sofa og lokar fyrir leiðinni út. Börnin drepa hann en geta ekki yfirgefið hellinn í þrjár nætur fyrr en risavaxinn fugl étur lík tröllsins. Þá snúa þau aftur til foreldra sinna með fjársjóð tröllsins.
424	327	F	Nornin og fiskimannsdrengurinn	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Með því að herma eftir orðum og rödd móður sinnar sem færir honum mat að ströndinni á hverjum degi, reynir norn að veiða fiskimann. Henni tekst það eftir að smiður þynnir tunguna sína og ber drenginn heim til sín. Þegar dóttir nornarinnar reynir að baka drenginn ýtir hann henni inn í ofninn. Drengurinn felur sig í tré og segir norninni að hún hafi étið sína eigin dóttur (nornin finnur hring eða hár dótturinnar). Hann er uppgötvaður. Nornin fellur tréð en á síðustu stundu bjarga fuglar drengnum (hann býr til vængi fyrir sig) og hann flýgur heim (nornin er troðin niður af dýrum eða hún springur þegar hún reynir að drekka spegilmynd drengsins í vatninu).
425	327	G	Bræður í húsi nornarinnar	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Norn (djöfull) veiðir þrjá bræður – einn þeirra fífl – og fitir þá. Yngsta dóttir hennar á að steikja annan þeirra. Fíflið þykist ekki kunna að liggja á brauðspaðanum og steikir dótturina, sem gamla nornin étur óafvitandi. Hið sama gerist við hinar tvær dæturnar. Þá drepur fíflið gömlu nornina og bræðurnir þrír halda heimleiðis með lík nornarinnar. Þeir klifra upp í tré þar sem þeir sjá ræningja. Fíflið sleppir líki nornarinnar, ræningjarnir flýja og bræðurnir taka allt herfangið.
426	328	-	Drengur stelur fjársjóði tröllsins	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Inngangur (stundum vantar): Þrír (tólf, þrettán, þrjátíu, o.s.frv.) bræður koma að húsi trölls (djöfuls). Hann myndi drepa þá á nóttunni, en sá klári yngsti bjargar þeim með því að skipta á húfum þeirra við húfur dætra tröllsins. Bræðurnir taka þjónustu við hirð konungs. Meginhluti: Öfundsjúku bræðurnir halda því fram að sá yngsti geti stolið fjársjóðum tröllsins: töfrahesti, rúmteppi, teppi, páfagauk (lampa, sverði, silfur- eða gullfuglum, hljóðfærum, o.s.frv.). Með brellum nær ungi maður þessum hlutum. Að lokum halda bræðurnir því fram að sá yngsti geti rænt tröllinu sjálfur. Í dulargervi segir ungi maður tröllinu að þjófurinn hafi dáið og sannfærir hann um að leggjast í kistuna til að mæla hana. Ungi maður negldi kistuna upp, felldi tröllið og fær prinsessu að eiginkonu. Í sumum afbrigðum leggur ungi maður sig fram um að stela frá tröllinu til að hefna sín fyrir fyrri illa meðferð eða til að hjálpa vinalegum konungi. Í sumum afbrigðum, aðallega frá Norður- og Norðvestur-Evrópu og Ameríku, er aðalpersónan kona.
427	328	*	Þrír risar með eitt auga	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Tveir bræður týnast í skógi (sonur yfirgefur hús foreldra sinna og hvílir sig á meðan hann gengur um skóg). Þremur risum (tröllum) sem eiga aðeins eitt auga saman og setja það til skiptis í ennið á sér, ógnar þeim. Bræðurnir stela auga risanna og skila því í skiptum fyrir ríkulega verðlaun í formi gulls og silfurs (galdragjafa).
428	328	A	Jack og baunagrasið	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Fátækur drengur að nafni Jack skiptir kú sinni út fyrir baunir (móðir hans finnur baun á meðan hún er að sópa húsið). Ein baunanna vex í risastóran baunagras sem Jack klifrar upp í efri heim þar sem hann finnur hús risa. Kona risans gefur honum mat og felur hann þegar eiginmaður hennar kemur heim. Risinn finnur lykt af mannakjöti en konan hans segir honum að hann hafi rangt fyrir sér. Risinn borðar kvöldmat, telur peningana sína og sofnar síðan. Jack stelur peningunum og hleypur heim niður baunagrasið. Hann fer tvær ferðir í viðbót og stelur hænu risans sem verpir gulleggjum og sjálfspilandi hörpu hans. Í þriðja skiptið öskrar harpan og vekur risann, sem hleypur á eftir Jack. Jack nær botni baunagrassins og höggvar hann niður. Risinn dettur til dauða og Jack og móðir hans eiga nóg af peningum.
429	328	A*	Þrír bræður stela sólinni, tunglinu og stjörnunum til baka	Galdrasögur (300-749)	300-399 Yfirnáttúrulegir andstæðingar	Þrír bræður fara út til að sækja sólina, tunglið og stjörnurnar sem þrír marghöfuða drekar (djöflar) stálu. Annar bræðranna (oft sonur tíkhunds) sigrar drekana og sleppir himnesku ljósunum.
