idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1320	1319	A*	Úrið sem ruglað var saman við auga djöfulsins	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Fífl finna tíkkandi úr liggjandi á götunni. Þeir rugla því saman við djöfulsauga (drekaauga) eða dýrs og brjóta það í sundur.
1321	1319	G*	Stígvél ruglað saman við öxuslíður	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Hnífshausar finna stígvél og velta fyrir sér hvað það gæti verið. Sá snjallasti þeirra fullyrðir að það sé öxarslíður.
1322	1319	H*	Talið er að bátur hafi átt barn	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Heimskur maður sér lítinn árabát sem er bundinn við stærri bát og telur að hann sé barn hans.
1323	1319	J*	Fíflið étur bjöllu og heldur að það sé bláber með vængi	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Í sumum afbrigðum er froskur (karta) ruglaður saman við fíkju (plóma, peru).
1324	1319	P*	Djöfulsins skít	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Heimskur maður heldur að svartur maður (skorsteinssóari) sé djöfullinn og að saur hans hljóti að vera djöfulsins óhreinindi (asa foetida, lyf).
1325	1320	*	Táknmynd fyrir fiskát	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Fífl týnir fiski úr rifnum poka. Hann heldur að táknið sem hann bar ásamt fiskunum hafi étið þá. Fíflinn brýtur táknið.
1326	1321	-	Fífl hræddir	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Ýmis gerð með fjölbreyttum afbrigðum.
1327	1321	A	Ótti við knarr í hjólbörum/myllu	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Maður hræðist knarr í hjólbörum (myllu) eða gestur óttast sprungur í þaktré.
1328	1321	B	Heimskir hræddir við sinn eigin skugga	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Fífl eru hræddir við sinn eigin skugga.
1329	1321	C	Fífl hræðast við suð býflugna	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Þeim finnst þeir heyra trommuhljóð sem boðar árás óvina sinna.
1330	1321	D	Að súrsa ömmuna	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Amma bónda (tengdamóðir) sem býr hjá honum er látin. Þegar bóndinn sendir vinnumanninn (drenginn) eftir hálfum poka af salti, hleypur hann í burtu. Skýringin: öll dýrin sem deyja á bænum verða að vera salta svo hægt sé að borða þau.
1331	1321	D*	Tíkkið í klukkunni sem talið er vera nagandi músa	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Ungur sveitamaður (kona) heyrir klukku tifa og ruglar henni saman við naga músa.
1332	1322	-	Orð á erlendu tungumáli sem talin eru móðganir	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Fáfróður maður (kona) ruglar kurteisisorðum úr erlendu tungumáli (t.d. afsakið, merci) saman við móðganir (hann fær ranga þýðingu á þessum orðum frá stríðsmanni). Í sumum afbrigðum eru móðganir á erlendu tungumáli misskilnar sem kurteisar athugasemdir.
1333	1322	A*	Grynjandi svín	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Fífl heldur að möglandi svín sé að kalla á sig. Í sumum afbrigðum er króking frosks (söngur fugls) misskilið.
1334	1323	-	Vindmyllan sem talin er vera heilagur kross	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Fífl (fáfróðir menn) sjá vindmyllu og vita ekki hvað hún er. Þeir rugla myllunni saman við heilaga kross (kirkju), mylluranum við prest og gestunum frá gistihúsinu við dýrlinga. Í sumum útgáfum krjúpa þeir niður til að biðja og særast af myllunni sem er í gangi.
1335	1324	*	Maðurinn á bak við krossfestinguna	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Maðurinn á bak við krossfestinguna segir „góða kvöldið“ við ölvaðan vegfaranda. Ölvaði maðurinn heldur því að Kristur sé að tala við sig.
1336	1324	A*	Krossfesting refsað	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Þorpsbúar biðja útskurðarmann að búa til krossfestingu fyrir sig og móta krossfestinguna sem mynd, ekki af líki heldur af lifandi manni. Um nóttina, eftir að krossfestingunni hefur verið komið fyrir, eyðileggur haglél akrana. Þegar þorpsbúar leita að ástæðunni segir presturinn þeim að krossfesti maðurinn, sem gat séð, hafi viðurkennt syndir þeirra og sent haglélið sem refsingu. Þorpsbúar skjóta þá augum krossfestu styttunnar út og afmá andlit hennar.
1337	1325	-	Að færa rangan hlut	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Fífl reyna að leysa vandamál með því að færa rangan hlut (t.d. fjall, eyju, hús).
1338	1325	*	Fuglaskítur fellur í metbækur	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Í bænum fellur svo mikill fuglaskítur af trjánum að það verður vandamál. Að lokum ákveður bæjarráðið að reka fuglana úr bænum. Þegar bæjarstjórinn les upp bannfæringartilskipunina fyrir framan ráðhúsið flýgur fugl yfir höfuð hans og sleppir einhverju í skráningarbókina. Reiði bæjarstjórinn lítur upp og hrópar: „Og þið megið aldrei koma aftur á þennan stað!“
1339	1325	A	Arinn gefur frá sér of mikinn hita	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Á veturna sitja bændur við ofn (í gistihúsi). Fljótlega verður hitinn svo mikill að þeir svitna og jafnvel fötin þeirra brenna. Í leit að lausn ákveða þeir loksins að færa ofninn (til að kasta köldum mó á eldinn). (Þeir biðja gistihúsaeigandann að færa ofninn. Hann sendir þá út og færir á meðan stólana sína. Þegar þeir koma aftur inn í herbergið eru þeir sannfærðir um að hann hafi fært ofninn með miklum krafti.)
1340	1325	B	Að færa kirkjuna frá mykjunni	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Á leiðinni til kirkju tekur prestur eftir því að einn úr söfnuðinum hans (kýr, hundur) er að gera sér léttir við kirkjuvegginn. Hann verður reiður og öskrar að slík lykt nálægt kirkjunni sé móðgun við Guð. Hann gleymir athöfninni og hleypur til að segja bæjarstjóranum frá því sem gerðist. Bæjarráðið er kallað saman og þeir ákveða, að ráði altarisdrengjanna, að nota skikkju til að toga kirkjuna upp úr moldinni. Þegar mennirnir toga í, rífur altarisdrengurinn í sig, þar sem leiðtogar þeirra, sem þykjast taka forystuna, halda sig á bak við kirkjuna. Í hvert skipti sem þeir toga í, mokar hann moldinni leynilega lengra frá kirkjunni. Þegar presturinn sér árangurinn telur hann að kirkjan hafi verið færð úr moldinni. Ánægður og með góða samvisku getur hann þjónað við athöfnina.
1341	1326	-	Að flytja kirkjuna	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Fífl vilja færa (stækka) kirkjuna sína (ráðhúsið). Sem merki leggja þeir niður frakka (jakka). Á meðan fíflarnir þrýsta sér fast upp að veggnum er frakkinn stolinn af ókunnugum manni. Þegar fíflarnir sjá að frakkinn er horfinn fagna þeir því hversu langt þeir hafa fært kirkjuna.
1342	1326	B	Að færa stóra steininn	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Fífl vilja færa stóran stein (klett, eyju). Þeir binda reipi við hann og toga (reyna að toga hann með bát). Reipið slitnar og allir fíflarnir falla niður (í vatnið).
1343	1327	-	Að tæma hveitisekkinn	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Tveir fífl eru að rífast. Til að sannfæra þá um að deilan sé bull, tæmir sá þriðji hveitisekk sinn (olíupottinn) og segir: „Það er jafn mikið hveiti í sekknum mínum og vitið er í höfðum ykkar beggja.“
1344	1327	A	Fíflið endurtekur mál sitt fyrir dómi	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Heimskur útskýrir hvernig svínið var sparkað til bana og lætur dómarann leika hlutverk svínsins. Í sumum útgáfum lýsir heimskuleg kona hvernig pottur brotnaði óvart með því að brjóta annan pott.
1345	1328	*	Að láta mjólk sjóða yfir	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Heimskur á að sjá um sjóðandi mjólkina. Hann gleðst þegar mjólkin rís og heldur að hann fái meira. Þegar mjólkin sýður upp fær hann að lokum ekkert. Í sumum afbrigðum, á meðan sjóðandi mjólkin rís, biður heimskinginn Guð um að gefa sér meira. Þegar mjólkin sýður upp er hann óánægður með Guð.
1346	1328	A*	Ofsaltun súpunnar	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Allir í fjölskyldunni setja salt í súpuna án þess að vita að hún hefur þegar verið söltuð.
1347	1328	B*	Nýjar buxur	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Maður kvartar yfir því að nýju buxurnar hans séu of langar. Án þess að vita hvað hinar gerðu klippir hver kona á heimilinu af sér stykki svo að buxurnar urðu að lokum alltof stuttar.
1348	1330	-	Að slökkva á brennandi bátnum	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Fólk róar til lands og sækir vatn úr uppsprettu til að slökkva eldinn. Í persneskri útgáfu gengur heimskuleg stúlka með logandi kerti í hendinni til að ná í eld.
1349	1331	-	Hinir ágjarnu og öfundsjúku	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Guð (engill, dýrlingur, stjórnandi) reynir að sætta ágjarnan mann og öfundsjúkan (tveir fjandsamlegir nágrannar): Hvað sem annar þeirra óskar, skal hinn fá tvöfalt. Sá ágjarni, í von um að fá tvöfalt verð, gefur öfundsjúka tækifæri til að óska sér fyrst. Sá öfundsjúki vill láta fjarlægja annað augað. Í sumum afbrigðum eru leikararnir tvö dýr (þrír menn).
1350	1331	*	Ólæsir	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Þessi tegund inniheldur ýmsar sögur um fólk sem getur (varla) ekki lesið (skrifað). Innan þessarar tegundar má greina á milli tveggja útgáfa: (1) Drengur getur ekki lesið bók því stafirnir eru minni en í skólabók hans. (2) Heimskur skrifar bréf mjög hægt því viðtakandinn getur ekki lesið hratt.
1351	1331	A*	Að kaupa gleraugu	Sögur og brandarar (1200-1999)	1200-1349 Fíflasögur	Ólæsur maður telur sig geta lesið (skrifað) strax þegar hann kaupir gleraugu (penna). Í sumum afbrigðum fær maður bréf skrifað á erlendu tungumáli (tyrknesku). Hann heldur að vel klæddur ókunnugur maður (ókunnugur maður með stóran túrban) hljóti að geta lesið það. Ókunnugi maðurinn leggur til að skipta um föt (gefa honum túrbaninn sinn) svo að eigandi bréfsins geti lesið það sjálfur.
