idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
2080	1862	C	Greining með athugun	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Læknir greinir veikan mann sem hefur borðað of mikinn kjúkling (ávöxt). Sonur læknisins spyr hvernig hann hafi vitað þetta. Læknirinn svarar að hann hafi leitað í gegnum rusl mannsins og tekið eftir beinunum (hýði). Sonurinn er kallaður að öðru sjúkrarúmi. Hann tekur eftir asnasæti undir rúminu (við dyrnar) og greinir að veiki maðurinn hafi borðað of mikið asnakjöt (hest og vagn, kodda). Sonur læknisins er gerður að athlægi. Eða hann greinir að veik kona hafi ofreynst sig í kirkjustarfi (stjórnmálum), því hann finnur prest (stjórnmálamann) undir rúmi hennar.
2081	1862	D	Hægðatregða kýrin	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Dýralæknir (sjarlatan) er kallaður til að meðhöndla veika kú. Hann segir bóndanum (vinnumanninum) að halda munni dýrsins opnum og líta inn. Dýralæknirinn heldur uppi halanum á kúnni og heldur ljóskeri undir honum. Bóndinn sem horfir í munninn sér ekki ljósið, svo dýralæknirinn segir að kýrin þjáist af hægðatregðu.
2082	1862	E	Algengasta starfsgreinin	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Hirðfíkill vill sýna konunginum að algengasta starfsgreinin í ríkinu sé læknisfræði. Hann bindur klút um höfuð sér og þykist vera með tannpínu. Allir sem koma við gefa ráð um meðferð við tannpínu og þannig getur konungurinn séð hversu margir læknar eru til.
2083	1862	F	Það sem er gott fyrir einn er ekki gott fyrir alla	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Veikur smiður kemur til kvaksalarlæknis sem ávísar honum beikonpönnukökum (blómkáli með beikoni) þrisvar á dag. Þremur dögum síðar sér læknirinn smiðinn vinna hörðum höndum og telur að lyfseðillinn hafi læknað hann. Seinna kemur veikur klæðskeri til sama læknis og læknirinn gefur honum sömu lyfseðil. Þegar klæðskerinn deyr ákveður læknirinn að lyfseðillinn hans hafi verið gildur fyrir smiði en ekki fyrir klæðskera.
2084	1864	-	Sögur um Madmen	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Þessi fjölbreytta tegund samanstendur af ýmsum frásögnum af fólki sem er geðveikt.
2085	1865	-	Sögur um útlendinga	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Þessi tegund af sögum samanstendur af ýmsum frásögnum um útlendinga (fólk frá nágrannalandi eða bæ). Oft er fólkið sett í staðalímyndir, t.d. sem þjófar, latir eða illgjarnir. Sumar frásagnirnar vísa til forfeðra þeirra: þeir eru sagðir vera komnir af einhvers konar dýri.
2086	1867	-	Sögur um aðalsmennina	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Þessi fjölbreytta gerð samanstendur af ýmsum frásögnum um aðalsmenn.
2087	1868	-	Sögur um henginguna (Gálgahúmor)	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Þessi fjölbreytta gerð samanstendur af ýmsum frásögnum sem samanstanda af gamansömum samræðum milli glæpamanns og böðulsins, eða þar sem henging getur ekki farið fram vegna þess að gálginn dettur í sundur.
2088	1870	-	Sögur um ýmis trúarbrögð og sértrúarsöfnuði	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Þessi fjölbreytta tegund samanstendur af ýmsum frásögnum um fólk af tiltekinni trúarbrögðum.
2089	1871	-	Frásagnir og heimspekingar	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Frásagnir og heimspekingar
2090	1871	A	Stjörnuáhugamaður fellur í brunn	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Heimspekingur (Þales) lítur alltaf upp til að skoða stjörnurnar. Hann dettur í brunn. Gömul kona spyr hann hvers vegna hann vilji læra um stjörnurnar, þegar hann getur ekki einu sinni gengið á jörðinni án þess að hrasa.
2091	1871	B	Konungurinn getur ekki eyðilagt borgina	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Konungur vill eyðileggja borg. Heimspekingur frá borginni kemur og biður um miskunn. Konungurinn segir að hann geri alltaf hið gagnstæða af því sem fólk biður hann um. Heimspekingurinn biður hann um að eyðileggja borgina og bjargar henni þannig.
2092	1871	C	Kyníkinn vill sólarljós	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Konungurinn spyr kynikinn (Díógenes) hvað hann geti gert fyrir hann. Heimspekingurinn biður hann að færa skuggann sinn og fara úr ljósinu. Hann segir: „Takið ekki frá mér það sem þið getið ekki gefið mér.“
2093	1871	D	Kyníkinn og sköllótti maðurinn	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Sköllóttur maður móðgar heimspeking. Heimspekingurinn svarar: „Ég öfunda (lofa) hárið á þér. Það fór frá þér fyrir löngu síðan.“
2094	1871	E	Kyníkinn og steinkastandi drengurinn	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Kyniskjarkandi varar óskilgetinn dreng sem kastar steinum við: „Varastu, þú gætir slegið föður þinn.“
2095	1871	F	Díógenes og ljóskerið	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Díógenes ber ljósker um markaðstorgið í dagsbirtu. Þegar hann er spurður hvað hann sé að gera svarar hann: „Að leita að heiðarlegum manni.“
2096	1871	Z	Aðrar sögur um Díógenes	Sögur og brandarar (1200-1999)	1850-1874 Brandarar um aðra hópa fólks	Þessi tegund af skáldsögu samanstendur af ýmsum frásögnum um heimspekinginn Díógenes. Dæmi: (1) Þegar Díógenes sér börn drekka úr höndum sínum, gefur hann frá sér bikarinn sinn. (2) Þjónn konungs sér Díógenes borða hvítkál (þvo salat) og segir: „Ef þú myndir vinna fyrir húsbónda minn, þá myndir þú hafa betra að borða.“ Díógenes svarar: „Ef þú myndir borða hvítkál, þá þyrftir þú ekki að smjaðra húsbónda þínum.“
2097	1875	-	Drengurinn á hala bjarnarins (úlfsins)	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Drengur (karl, stúlka, kona) týnist (hefur hlaupið að heiman eða frá húsbónda sínum, o.s.frv.). (Í skóginum) hittir hann ræningja (þjófa, sígauna, indíána) sem setja hann í tunnu. Úlfur (refur, hundur, björn) kemur til að éta afganga ræningjanna (þefar af tunnu). Drengurinn réttir út höndina í gegnum gat og grípur dýrið í halann (svo að það öskrar). Það hleypur í burtu og dregur tunnu á eftir sér þar til tunnan brotnar. Oft uppgötvar drengurinn að hann hefur verið tekinn heim. (Dýrið missir halann eða er drepið.) Það er til norðurlægur hópur afbrigða þar sem káetusveinn pirrar áhöfnina með brellum sínum (slæmt verk, heimskulegt samtal) eða er kennt um hættulegt óveður. Sjómennirnir kasta honum í vatnið í tunnu ásamt vistir (þar á meðal hunangi) og verkfærum. Þegar hann kemur að ströndinni borar hann gat og smyr það með hunangi. Þannig lokkar hann björn (refur, kú) og grípur halann á honum.
2098	1876	*	Hinn farsæli veiðimaður	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Veiðimaður skýtur kanínu sem er bundin við stöng. Hann slær í strenginn og brýtur hann. Kanínan sleppur.
2099	1877	*	Drengurinn í helga trénu	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Ungur maður steypir sér ofan í holu í tré. Skógarhöggvarar koma til að fella tréð. Ungi maðurinn talar innan úr trénu. Þetta hræðir þá svo að þeir hlaupa í burtu og skilja búnað sinn (brauð, hest) eftir.
2100	1880	-	Að ríða á fallbyssukúlu	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Maður (hermaður) sem vill fara inn í virki stekkur á fallbyssukúlu sem hefur verið skotin úr fallbyssu. Á miðri leið endurskoðar hann áætlun sína og ákveður að fara ekki samt sem áður. Hann stekkur á aðra fallbyssukúlu sem hefur verið skotin í hina áttina og ríður henni heim.
2101	1881	-	Maður borinn í loftið af gæsum	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Maður (bóndi, veiðimaður) veiðir gæsir (endur, trönur) með því að binda brauð (beikon, orma) við band. Gæsirnar koma, éta brauðið og festast hver á fætur annarri við bandið. (Maður veiðir gæsir með því að gefa þeim áfengi að drekka og bindur þær síðan allar við band.) Veiðimaðurinn reynir að taka þær heim, en á leiðinni fljúga þær skyndilega allar upp í einu og lyfta honum upp í loftið. Þeir taka hann með sér heim til sín og setja hann niður. Hann klifrar heim niður í gegnum reykháfinn.
2102	1881	*	Páfagaukar fljúga burt með tré	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Maður pirrar sig á háværum fuglum (páfagaukum, krákum) sem sitja í tré. Hann klifrar upp í tréð og smyr síróp á greinarnar. Þegar fuglarnir setjast þar aftur hræðir hann þá (með flugeldum). Fuglarnir fljúga upp og bera tréð með manninum sem er enn í því með sér (til borgar).
2103	1882	-	Maðurinn sem datt úr loftbelg	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Maður er borinn til himins í loftbelg (af fugli), í flugvél. Hann reynir að klífa aftur niður á jörðina á reipi (úr sandi, hör, hismi) en reipið er of stutt (brotnar). Maðurinn dettur og festist í jörðinni upp að hálsi. Hann hleypur heim til að ná í öxi (spöðu) til að grafa sig upp.
2104	1882	A	Maður fastur í klofnu tré fer heim til að sækja öxi	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Maður festist í trjástofni (gati í tré). Hann fer heim og sækir öxi til að höggva sig lausan.
2105	1886	-	Maður drekkur úr eigin höfuðkúpu	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Maður tekur af sér höfuðkúpuna og drekkur úr henni (ber vatn í henni og notar það til að brjóta ís). Höfuðkúpan dettur í vatnið og önd byggir hreiður sitt inni í henni.
2106	1887	*	Ferð nautgripakaupmanns yfir hafið	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Maður flýtur yfir hafið á fleka. Einn á fætur öðrum flytur hann nautgripahjörð yfir á hina ströndina. Hann ríður sjálfur með síðasta dýrinu og heldur í halann á því.
2107	1889	-	Munchhausen sögur	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Þessi fjölbreytta gerð inniheldur ýmsar sögur sem fjalla um ýkjur og lygar.
2108	1889	A	Að skjóta af sporði leiðtogans	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Blindur björn (villisylta) eltir ungan björn (ungan gölt) með því að halda rófunni í munninum. Veiðimaður aðskilur þá með því að skjóta kúlu í gegnum rófuna á unga björninum. Hann leiðir blinda björninn heim með því að halda í rófuna á unga björninum.
2109	1889	B	Veiðimaður snýr dýrinu við	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Veiðimaður stingur hnefanum í munn dýrs (úlfs, bjarnar) og teygir handlegginn upp að öxl þess. Hann grípur í hala dýrsins (innyflin) og snýr honum við.
2110	1889	C	Ávaxtatré vex af höfði dádýrs	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Veiðimaður notar kirsuberjagryfju til að skjóta dádýr. Ári eða tveimur síðar þekkir hann dýrið á kirsuberjatrénu sem hefur vaxið á milli hornanna. Að þessu sinni fellur hann það.
2111	1889	D	Tré vex upp úr hesti og veitir knapa skugga	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Brotinn hryggur á hesti er lagaður af smið sem setur hann saman með lárviðarspíru. Spíran vex upp í tré sem veitir knapanum skugga.
2112	1889	E	Niðurkoma frá himninum á sandreipi (Hismíði)	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Maður sem er á himninum (á tunglinu, á öðrum hæðum) vill snúa aftur til jarðar. Hann býr til reipi úr hör (leðri, sandi, hismi, deigi, sápu, innyfli), en það er of stutt. Hann sker af stykki af toppnum og bindur það við botninn. Reipið slitnar og maðurinn fellur til jarðar.
2113	1889	F	Frosin orð (tónlist) Þíða	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Maður segir (í gríni) frá stað (bæ) þar sem var svo kalt að öll orðin (lögin) frusu í miklum kulda um leið og þau voru sögð. Þegar vorið kom þiðnuðu orðin og þau heyrðust aftur.
2114	1889	G	Maður gleyptur af fiski	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Risavaxinn fiskur (hvalur, nokkrir fiskar) veltir skipi og gleypir áhöfnina (sjómann). Þegar fiskurinn er veiddur síðar og maginn opnast, sitja allir mennirnir enn inni og hægt er að bjarga þeim.
2115	1889	H	Kafbátur Annar heimur	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Sjómaður fer yfir hafið til að sjá hvar það endar, hvaðan sjávarföllin koma og hvert sjávarföllin fara þegar þau eru út. Á ferð sinni lendir hann í ýmsum ævintýrum (neðansjávar).
2116	1889	J	Að hoppa aftur á upphafsstaðinn	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Maður reynir að stökkva yfir vatn. Þegar hann er hálfnaður skiptir hann um skoðun og snýr aftur á upphafsstað sinn.
2117	1889	L	Split Dog	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Þegar veiðihundur eltir héra hleypur hann í gegnum girðingu og skiptir sér í tvo hluta. Veiðimaðurinn setur hann aftur saman, en með annan fótinn upp á við. Hundurinn jafnar sig og lærir að hlaupa á tveimur fótum. Þegar hann þreytist snýr hann sér við og hleypur á hinum tveimur fótunum.
2118	1889	L**	Vettlingar elta dádýr	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Besti hundur veiðimannsins deyr. Hann lætur búa til vettlinga (flík, drykkjarflösku) úr skinni hans sem hann klæðist á meðan hann veiðir. Þegar hann sér villibráð (héra) hrópar hann: „Ég vildi óska að ég ætti hundinn minn!“ Hanskarnir fara af og elta villibráðina.
2119	1889	M	Snákabit veldur því að hlutur bólgnar upp	Sögur og brandarar (1200-1999)	1875-1999 Háar sögur	Snákur (býfluga, geitungur, hundur) bítur (stingur) hlut (tré, ok, göngustaf, vagnás, ístað) sem bólgnar upp í gríðarlega stærð.
