idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
520	506	*	Spádómur slapp undan	Galdrasögur (300-749)	500-559 Yfirnáttúrulegir hjálparar	Barn fæðist sem svar við bæn. Því er fyrirséð að það muni deyja með hengingu þegar það verður 20 ára gamalt. Barnið fær hjálp frá félaga (dýrlingi) sem hefur hylli þess vegna hógværðar sinnar. Félaginn bjargar lífi barnsins og vinnur því prinsessu. Hjálparinn krefst helmings vinningsins, þannig að prinsessan á að skiptast.
521	507	-	Brúður skrímslisins	Galdrasögur (300-749)	500-559 Yfirnáttúrulegir hjálparar	Þessi tegund samanstendur af einum inngangshluta og tveimur mismunandi aðalhlutum. Endirinn er oft sá sami. Inngangur: Á ferðalagi sér ungur maður um viðeigandi útför fyrir óþekktan mann sem kröfuhafar fóru illa með líkið. Síðar hittir hann ferðafélaga (þjón) sem vill hjálpa honum gegn því skilyrði að þeir skipti öllum vinningum sínum. Á leiðinni fær ferðafélaginn (þrjá) töfrahluti (t.d. stígvél, töfrahettu, skikkju, sverð, fjöður). Ungi maðurinn heillar prinsessu sem er ástfangin af töframanni (trölli, djöfli). Biðlarar hennar þurfa að giska á hugsanir hennar þrisvar sinnum (koma með falda hluti, leysa erfið verkefni). Ef þeim mistekst eru þeir teknir af lífi. Aðalhluti: (1) Með hjálp töfrahlutanna verður félagi unga mannsins ósýnilegur og fylgir prinsessunni á leið hennar til töframannsins. Þar finnur hann lausnirnar. Hann frelsar prinsessuna með því að berja, brenna eða drepa töframanninn. Á brúðkaupsnóttinni þarf ungi maðurinn að sökkva prinsessunni (í mismunandi myndum) þrisvar sinnum í bað til að leysa hana frá töfrum sínum. (2) Allir brúðgumar prinsessu hafa farist á brúðkaupsnóttinni. Ungi maðurinn giftist henni að ráði förunautar síns. Snákur (snákar) kemur inn í herbergið eða skríður út úr munni prinsessunnar til að drepa unga manninn, en förunauturinn drepur hann. Endir: (Eftir eitt ár) krefst förunauturinn helmings vinningsins og skiptir prinsessunni í tvo hluta. Snákar skríða út úr líkama hennar. Hann setur helmingana saman og prinsessan verður fyrir vonbrigðum að eilífu. Í nokkrum afbrigðum þykist förunauturinn aðeins skipta prinsessunni til að prófa trú unga mannsins og afhjúpar síðan hver hann er þakklátur látinn maður.
522	510	-	Öskubusku og Peau d'Anne	Galdrasögur (300-749)	500-559 Yfirnáttúrulegir hjálparar	Þessi tegundarnúmer vísar til hringrásar af skyldum sögum
523	510	A	Öskubusku	Galdrasögur (300-749)	500-559 Yfirnáttúrulegir hjálparar	(Cenerentola, Cendrillon, Aschenputtel.) Ung kona verður fyrir illri meðferð af stjúpmóður sinni og stjúpsystrum og þarf að lifa í öskunni sem þjónustustúlka. Þegar systurnar og stjúpmóðirin fara á ball (kirkju) gefa þær Öskubusku ómögulegt verkefni (t.d. að flokka baunir úr ösku), sem hún klárar með hjálp fugla. Hún fær falleg föt frá yfirnáttúrulegri veru eða tré sem vex á gröf látinnar móður hennar og fer óþekkt á ballið. Prins verður ástfanginn af henni en hún þarf að fara snemma af ballinu. Hið sama gerist næsta kvöld en þriðja kvöldið týnir hún einum af skónum sínum. Prinsinn giftist aðeins þeirri konu sem skórinn passar. Stjúpsysturnar skera bita af fótum þeirra til að láta þá passa í skóinn en fugl vekur athygli á þessum blekkingum. Öskubuska, sem hafði fyrst verið falin fyrir prinsinum, mátar skóinn og hann passar henni. Prinsinn giftist henni.
524	510	B	Peau d'Asne	Galdrasögur (300-749)	500-559 Yfirnáttúrulegir hjálparar	(Húfa af ási, asnaskinn, alls kyns feldur, allerleirauh.) Konungur lofar konu sinni á dánarbeði hennar að giftast annarri konu sem er jafn falleg og hún (sem sérstakur hringur passar við). Þar sem hún er sú eina sem uppfyllir þetta skilyrði vill konungurinn giftast fullorðinni dóttur sinni. Til að fresta brúðkaupinu biður unga konan hann að gefa henni kjóla eins og sólina (gull), tunglið (silfur) og stjörnur (demöntum) og frakka úr mörgum mismunandi gerðum af feldi (viðarklæðningu). Eftir að hann hefur útvegað allt þetta flýr dóttirin frá föður sínum og, dulbúin í ljótu skinninu, vinnur hún sem eldhúsþerna (gæsastúlka) í annarri kastala. Þegar röð veislna er haldin í kastalanum þar sem hún vinnur, klæðist unga konan leynilega í glæsilega kjóla hennar. Prinsinn verður ástfanginn af henni en þekkir hana ekki sem eldhúsþernan. Dagana eftir kemur hann illa fram við eldhúsþernan. Á veislunum spyr hann hina fögru konu hvaðan hún komi og hún gefur dularfull svör sem vísa til þess hvernig hann hefði komið fram við eldhússtúlkuna. Hann gefur henni hring. Þá verður prinsinn ástfanginn. Í hlutverki eldhússtúlkunnar rennir hún hringnum hans í súpu hans (brauð). Hann finnur hana og giftist henni. Stundum er unga konan uppgötvuð þegar hún er að baða sig eða klæða sig í stað þess að vera þekkt með tákni.
525	510	B*	Prinsessan í kistunni	Galdrasögur (300-749)	500-559 Yfirnáttúrulegir hjálparar	Ekkjakonungur vill giftast dóttur sinni. Hún krefst þess að hann gefi henni töfra gullkistu (gullljós). Á brúðkaupsdegi þeirra felur hún sig í kistunni. Faðirinn selur kistuna prinsi (henni er kastað í sjóinn, þar sem prins finnur hana og færir hana inn í hús sitt). Þegar prinsessan kemur leynilega út og borðar mat hans, uppgötvar hann hana og verður ástfanginn af henni. Unnusta prinsins uppgötvar prinsessuna og sendir hana burt. Prinsinn verður ástfanginn og prinsessan færir honum mat þar sem hún hefur falið hring prinsins. Hann finnur hana og giftist henni.
526	511	-	Eitt auga, tvö augu og þrjú augu	Galdrasögur (300-749)	500-559 Yfirnáttúrulegir hjálparar	Stelpa (drengur) á stjúpmóður sem gefur henni ekki nóg að borða heldur lætur hana smala nautgripum og spinna mikið magn af hör. Hún segir frá sorgum sínum við (litla litaða) kú (rauðuxa, guðmóður), sem gefur henni mat og hjálpar henni við vinnuna. Stjúpmóðirin vill vita hvers vegna stelpan er svona vel fóðruð og sendir ein-, tví- og þríeygða dætur sínar, eina á eftir annarri, til að komast að því. Stelpan syngur Ein- og tvíeygða dætur sínar til að sofa, svo þær læra ekkert, en hún gleymir að syngja fyrir þriðja auga Þrí-augna, sem segir móður sinni frá kúnum. Stjúpmóðirin ákveður að láta slátra kúnum. Þegar stelpan segir dýrinu þetta, segir kýrin henni að planta beinum þess (í eistum, eða að borða ekki kjötið af því). Hún gerir eins og henni var sagt og tré (eplatré) vex sem heldur áfram að hjálpa henni. Ríkur maður tekur eftir trénu og biður um epli. Þegar stjúpsysturnar reyna að tína eitt, klórar grein þær. Aðeins stúlkan sjálf getur tínt ávextina og ríki maðurinn giftist henni. Oft fer tréð með þeim. Stjúpmóðirin og stjúpsysturnar eru refsað. Stundum hlaupa barnið og kýrin í burtu þegar stjúpsystirin uppgötvar leyndarmál þeirra. Þær fara um messingar-, silfur- og gullskóga. Í hverjum skógi varar kýrin barnið við að tína laufin, en barnið óhlýðnast. Messinguxi o.s.frv. (úlfur, ljón) kemur og berst við kú barnsins. Sá síðasti sigrar kúna, sem áður en hún deyr segir barninu að bjarga (gróðursetja) einhverjum líkamshluta sínum (horni, hófi, skinni) því það muni hjálpa því síðar. (511A.) Eða kýrin deyr eftir flóttann og breytist í engil sem flýgur til himins. (511A*.) Í sumum afbrigðum vill önnur kona giftast föður stúlkunnar. Hún lofar að annast stúlkuna vel og sannfærir hana um að drepa móður sína með því að láta hana líta í kistu og fella lokið á hálsinn á henni. Í öðrum útgáfum, eftir að stjúpmóðirin uppgötvar leyndarmál kýrinnar, reynir hún að drepa stúlkuna í lokuðum gryfju fullri af logandi glóðum. Hundur varar stúlkuna við fyrir framan gryfjuna. Stjúpmóðirin drepur hundinn og daginn eftir fellur stúlkan í gryfjuna. Hún brennur upp, kýrin sleikir öskuna og önd kemur upp úr. Þegar bróðir hennar kemur heim segir stúlkan í formi þessarar andar honum hvað gerðist. Hann refsar stjúpmóðurinni.
527	513	-	Hinir óvenjulegu félagar	Galdrasögur (300-749)	500-559 Yfirnáttúrulegir hjálparar	Þessi tegundarnúmer vísar til hringrásar skyldra sagna.
528	513	A	Sex fara í gegnum allan heiminn	Galdrasögur (300-749)	500-559 Yfirnáttúrulegir hjálparar	Hermaður sem er leystur úr starfi (fífl) eignast marga (sex) ferðafélaga með einstaka hæfileika: t.d. einn sem hleypur hratt, einn sem borðar mikið magn, einn sem þolir mikinn frost, einn sem getur skotið og hitt vinstra auga flugu úr fjarlægð, einn með skarpa heyrn, einn sem getur gert sig hærri og einn sem getur rifið upp tré með rótum. Til að hefna sín á konunginum sem leysti hann úr starfi tekur hermaðurinn þátt í keppni um að giftast prinsessunni. Hún hefur samþykkt að giftast hverjum þeim sem sigrar hana í hlaupum. Konungurinn leyfir hermanninum að ráða aðstoðarmenn sína. Hlauparinn nær prinsessunni en sofnar og vaknar rétt í tæka tíð af skarpskyttunni. Í tilraun til að koma í veg fyrir brúðkaupið úthlutar konungurinn öðrum verkefnum: að borða (drekka) gríðarlegt magn, sem átarinn nær, og að vera í ofni, sem maðurinn sem frystir nær. Að lokum býður konungurinn hermanninum eins mikla peninga og hann og félagar hans geta borið ef hann gefur upp kröfu sína um prinsessuna. Félagarnir eyðileggja konunginn og sigra her hans. Sömu myndefnin birtast saman í smækkaðri mynd. Prins (ungur maður) leitar sér að konu. Hann tekur sér að þjóna menn sem hjálpa honum að klára verkefni sem hafa verið sett fyrir biðla sem vonast til að giftast prinsessunni. Að lokum giftist hann henni.
529	513	B	Land- og vatnsskip	Galdrasögur (300-749)	500-559 Yfirnáttúrulegir hjálparar	Konungur býður dóttur sína að hjónaband hverjum þeim sem getur smíðað skip sem getur siglt bæði á landi og vatni. Þrír bræður reyna þetta verkefni, en þeir tveir eldri eru óvingjarnlegir við gamlan mann (lítinn mann) sem spyr hvað þeir vilji gera. Sá þriðji sem svarar heiðarlega fær hjálp frá gamla manninum og getur síðan smíðað skipið (á einni nóttu). Gamli maðurinn segir honum einnig að taka með sér alla sem hann hittir. Þetta reynast vera menn með óvenjulega hæfileika. Þegar ungi maðurinn kemur með skipið verður konungurinn undrandi, en þar sem ungi maðurinn er af auðmjúkum uppruna gefur hann honum frekari (erfið) verkefni til að koma í veg fyrir hjónabandið. Ungi maðurinn klárar þau öll með hjálp félaga sinna og giftist prinsessunni.
