idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
840	857	-	Lúsahúð	Raunverulegar sögur (850-999)	850-869 Maður giftist prinsessunni	Lús sem finnst á prinsessu (konungi) er fituð upp í gríðarlega stærð (verður jafnstór og sauður, kálfur, uxi) og slátrað. Konungurinn (prinsessa, drottning) sýnir skinnið opinberlega (lætur búa til kjól, skó, hanska úr því; lætur stól eða trommu þaka því; lætur útbúa kjöt lúsarinnar) og tilkynnir að hver sem giskar á hvaða dýrategund skinnið tilheyrir muni fá helming ríkisins og einnig prinsessuna að hjónabandi. (Dulbúið) skrímsli (raunverulegur eða falskur betlari, fjárhirðir, dýr, dulbúinn ræningi, djöfull, mannætu-tröll), sem kemst að leyndarmálinu með brögðum, giskar rétt og vinnur prinsessuna. Í sumum afbrigðum er prinsessunni bjargað frá valdi skrímslisins. Hún sleppur með töfraflugi (með aðstoð yfirnáttúrulegra eða færra hjálpara).
841	859	-	Aumingjalausi brúðguminn þykist vera auðmaður	Raunverulegar sögur (850-999)	850-869 Maður giftist prinsessunni	Auðlaus biðlari þykist vera auðugur með því að monta sig og tekst að giftast dóttur ríks manns. Þessi saga er aðallega til í fimm mismunandi myndum: (1) Ríkur maður vill aðeins gifta dóttur sína ríkum manni. Fátækur biðlari (stundum tveir) þykist vera ríkur með því að dulbúa sig og ljúga að föður stúlkunnar. Þegar faðirinn er tilbúinn að gifta hann dóttur sinni brennir biðlarinn tréturn og lætur eins og allur auður hans hafi horfið í eldinum. Stundum afhjúpar brúðurin hann með því að heimsækja hann leynilega á heimili sínu. (2) Eftir hjónabandið fer brúðguminn með brúði sína til að sýna henni land sitt. Hann klæðist óhreinum (lappaðri) fötum. Þegar hún horfir á landið bendir hann á bót á jakka sínum (buxum) og segir: „Þessi bót er mín!“ (3) Frændi vill konu handa frænda sínum. Hann gefur drengnum pening og mat til að halda á meðan hann gerir ráðstafanir. Hann segir föður stúlkunnar að frændi hans hafi peninga í hendinni og nóg að borða. Þannig vinnur hann stúlkuna. (4) Þegar þjónn stærir sig af því að hús hans hafi 150 ljós og geitabyrgi, giftir húsbóndi hans dóttur hans sér. Þegar þeir koma heim til hans átta þeir sig á því að ljósin eru stjörnurnar sem skína í gegnum sprungurnar í þakinu og ein geit er bundin við tré. (5) Biðlari snertir skegg hans og segir: „Allt þetta er mitt!“, og þá heldur stúlkan að hann sé að vísa til akra og búfénaðar sem þau ríða fram hjá.
842	860	-	Hnetur af "Ay ay ay!"	Raunverulegar sögur (850-999)	850-869 Maður giftist prinsessunni	Prinsessa er boðin hverjum manni sem getur komið með glas með alls kyns vatni, blómvönd af öllum blómunum og hnetur af „æ, æ, æ!“. Biðlari kemur með sjó, býflugnabú og heslihnetur með þyrnum svo að konungurinn hrópar: „Æ, æ, æ!“
843	860	B*	Rænda eiginkonan	Raunverulegar sögur (850-999)	850-869 Maður giftist prinsessunni	Kaupmaður rænir konu annars manns (byggir neðanjarðargöng að heimili hennar). Synir hennar og eiginmaðurinn leita að henni. Eftir röð auglýsinga finna þeir hana. Mannræninginn er refsað (kemst undan).
844	861	-	Að sofa á stefnumótinu	Raunverulegar sögur (850-999)	850-869 Maður giftist prinsessunni	Giftur (ógiftur) maður verður ástfanginn af fallegri konu (prinsessu) sem gerir honum merki eða gefur gjafir. Kona hans (önnur aðstoðarmaður) segir honum að merkin sýni hvar fallega konan býr. Hann ákveður að hitta hana en kemur of snemma og sofnar. Hún vekur hann ekki en skilur eftir tákn. Síðari fundur heppnast. Hjónin sem stunduðu hórdóm eru gripin og flutt í fangelsi. Maðurinn sendir skilaboð til konu sinnar (systur, þjónustustúlku, gamallar konu). Hún heimsækir hann í fangelsinu og skiptir um föt við fallegu konuna (eiginmanninn), sem fer út úr fangelsinu og skilur hjónin (tvær konur) eftir. Fangarnir eru látnir lausir því engar sannanir eru fyrir glæp.
845	861	A	Mannrán á stefnumótinu	Raunverulegar sögur (850-999)	850-869 Maður giftist prinsessunni	Prins (garðyrkjumaður, munaðarleysingi) verður ástfanginn af mynd af fallegri konu og fer að leita hennar. Hann er leynilega tekinn inn í herbergi hennar og þau tvö hyggjast flýja saman. Hins vegar sofnar prinsinn og missir af tímanum. Annar maður kemur og hleypur í burtu með fallegu konunni. Hún sleppur frá mannræningja sínum og, dulbúin sem karlmaður, finnur vinnu. Hún segir ævisögu sína og á þann hátt er illmennið uppgötvað. Hann er tekinn af lífi og fallega konan giftist prinsinum.
846	862	-	„Sá sem biður, mun öðlast“	Raunverulegar sögur (850-999)	850-869 Maður giftist prinsessunni	Einsetumaður vill sanna sannleiksgildi eftirfarandi vers í Biblíunni (Matteus 7,7): „Sá sem biður mun öðlast, sá sem leitar mun finna, sá sem knýr á mun tekinn verða.“ Hann biður um að giftast dóttur stjórnandans og kröfu hans er samþykkt með þeim skilyrðum að hann muni leysa af hendi erfitt verkefni. Hann snýr aftur í klefa sinn þar sem hann hittir djöfulinn (fangelsaðan). Hann lokkar djöfulinn í vatnskrukku (glas, flösku), neyðir hann til að gefa honum nauðsynlega hluti (skartgripi, týndan krukku, lykil að helvíti, perlur, gull) og afhendir þá stjórnandanum. Síðan lokkar hann djöfulinn aftur í hald (krukka, glas, flaska). Hann segir stjórnandanum frá áformum sínum og afneitar prinsessunni (giftist henni).
847	863	-	Að baka pönnukökur	Raunverulegar sögur (850-999)	850-869 Maður giftist prinsessunni	Græðgisfullur konungur boðar til keppni um að velja besta biðlann fyrir dóttur sína. Þrír konungasynir sækja um og eru beðnir um að baka pönnukökur. Sá fyrsti kastar pönnuköku upp í loftið, þar sem hún snýst þrisvar sinnum áður en hann grípur hana á pönnunni. Annar kastar henni upp í reykháfinn og hleypur út til að grípa hana. Sá þriðji lætur pönnukökuna bakast þar til hún verður brún, snýr henni við og steikir hina hliðina. Hann er lýstur besti biðillinn.
848	864	-	Fálkinn eftir Sir Federigo	Raunverulegar sögur (850-999)	850-869 Maður giftist prinsessunni	Aðalsmaðurinn Federigo Alberighi elskar konu, Monnu Giovönnu, sem endurgeldur ekki ást hans. Hann eyðir öllum auðæfum sínum til að tæla hana þar til aðeins fálkinn hans er eftir, einn sá besti sinnar tegundar. Þegar veikur sonur konunnar vill fá fálkann fer hún að biðja um hann. Til að öðlast velþóknun hennar gefur Federigo, sem á ekkert lengur, henni óafvitandi dýrmætan fálkann sinn til að borða. Þegar hún óskar eftir því er það of seint. Engu að síður er hún hrifin af örlæti hans, skiptir um skoðun og velur hann sem eiginmann sinn.
849	870	-	Prinsessan innilokuð í haugnum	Raunverulegar sögur (850-999)	870-879 Kona giftist prinsinum	Vegna trúfesti sinnar við unnusta sinn (aðskilnaður elskendanna vegna rifrildis eða stríðs) er prinsessa (ásamt ambátt sinni, systur) lokuð inni af föður sínum í neðanjarðarfangelsi (helli, holhæð, kjallara, turni). Eftir mörg (sjö) ár sleppur hún og gengur til þjónustu í kastala konungsins (föður elskhugans) (án þess að vera þekkt). Hún kemst að því að elskhugi hennar er að fara að giftast annarri (norn, barnshafandi konu). (Hún vinnur sem þerna fyrir nýju brúði prinsins.) Til að fela meðgönguna (vegna ógeðs eða veikinda brúðarinnar) er aðalpersónan beðin um að taka sæti hennar á brúðkaupsdeginum. Á leiðinni til kirkjunnar talar hún við hest sinn, við brúna og við kirkjudyrnar og minnir þannig prinsinn á fyrstu ást hans. Eftir brúðkaupið gefur hann henni ýmsa hluti eða hún týnir hlutum sem önnur brúðurin hafði gefið henni (hanska, hálsmen, hálsmen, hring, belti). Prinsinn tekur allt saman. Þegar prinsinn reynir að nafni eiginkonu sinnar að kvöldi með því að krefjast þess að hún endurtaki samtal þeirra á leiðinni í kirkju getur hún ekki munað það án þess að ráðfæra sig við þjónustustúlkuna. Þegar hann krefst þess að sjá hálsmenið (þegar hann biður um hlutina sem hann hafði safnað) kemur sannleikurinn í ljós. Hann sendir aðra konuna burt og giftist trúrri prinsessu sinni.
