idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
2000	1831	-	The Clergyman & Sexton at Mass	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A clergyman tells his sexton (deacon) that he should steal a sheep (hog) during the service. When the sexton returns, the service is still going on. The clergyman asks him, as if it were part of the liturgy, whether his theft was successful. The sexton replies, also as if it were part of the service, that he got the sheep (that his theft was discovered), but that he lost the clergyman’s horse. Or, other dialogs on other subjects are incorporated into the liturgy, e.g. between the clergyman & his cook or between the sexton & the clergyman.
2001	1831	A*	Inappropriate Actions in Church	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	This misc. type consists of various anecdotes in which people in church act in inappropriate ways because of ignorance. Or, the clergyman (clergyman & sexton) acts in unsuitable ways, e.g. fighting, ordering alcohol (for cooking), misunderstanding Latin phrases.
2002	1831	B	The Clergyman's share & the Sexton's	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	During the sermon, the clergyman asks the sexton if anyone is coming. The sexton answers that a man carrying a wheel (cudgel) on his shoulder is coming. The clergyman says that the sexton may have the wheel. The sexton then sees a man coming carrying half a hog (an old woman with a tub of butter). The clergyman says he will keep that for himself.
2003	1831	C	The Clergyman Takes a Bribe	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A man named Secula boasts to his rich neighbor Micula (Matila, Picula) that he is named in the church service when the clergyman sings, “Saecula saeculorum”. The neighbor offers nine sheep to the clergyman if he will sing “in micula micolorum” instead. The organist (sexton) points out the mistake, so the clergyman gives him one of the sheep.
2004	1832	-	The Sermon about the Rich Man	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A rich man lets a boy ride to church with him in his coach. The boy accidentally leaves his coat (wooden shoe) behind in the coach. The clergyman preaches about a rich man who went to hell. The boy calls out in dismay, “He took my coat with him!”
2005	1832	*	The Boy Answers the Clergyman	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	This misc. type consists of various anecdotes in which the clergyman questions a boy during the service (in the street). The boy gives a quick-witted answer (which leaves the clergyman speechless).
2006	1832	B*	What Kind of Dung?	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A clergyman (man) sees a boy on the road who is looking at something. The boy says he does not know what it is, & the clergyman tells him that it is horse’s dung (a horseshoe). The boy replies that he was wondering whether it was the dung of a horse or of a mare.
2007	1832	D*	"How Many Statements are There?"	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A clergyman asks a boy (servant girl) how many sacraments (gods) there are. The boy does not know, so he asks in return if the clergyman knows how many teeth a rake has (how much cloth can be made from a certain amount of flax, how to braid a straw hat). The clergyman does not know the answer, & the boy tells him that one person cannot know everything. To the question of the number of gods, a member of the congre-gation (farmer, child) answers a number that is too high. The clergyman refuses to continue with the person’s confirmation (sends the person home). The candidate repeats the question to another person who tells him that there is only one God. The candidate cannot believe that the clergyman would want so small a number as this for the answer.
2008	1832	E*	Good Manners	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A boy brings a cheese (other item) to a clergyman (merchant, lawyer). The clergyman thinks that the boy did not act politely, so he exchanges their roles in order to teach him how to behave. The clergyman makes a polite speech as he gives the boy the cheese. The boy thanks him & reaches into his pocket for money to give him a generous tip.
2009	1832	F*	Invitation to Dinner	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A boy (farmer) is invited to a meal (by some students or a clergyman). A whole turkey (suckling pig) is served. The host warns the boy that whatever he does to the turkey, the host will do to him. The boy thinks for a while & then puts his finger in the animal’s rear to draw out the stuffing (and licks his finger).
