idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
960	926	-	Judgment of Solomon	Realistic Tales (850-999)	920-929 Clever Acts & Words	Two women both claim a child. The judge Solomon offers to cut it in half. One of the women refuses (lets go when the child is to be torn asunder, tries to stop the judge from cut-ting it) & is therefore determined to be the real mother.
961	926	A	The Clever Judge & the Demon in the Pot	Realistic Tales (850-999)	920-929 Clever Acts & Words	In order to possess a beautiful woman, a demon (magician) takes on the appearance of her husband & claims her as his wife. The husband & the demon argue about which is the real husband. Numerous persons are asked for advice, but nobody can distinguish between the two men. Finally a judge (clever boy [who plays at being a king or a judge], shepherd, hare, jackal, parrot) states that whichever can creep into a pot (tube) is the real husband. The husband is not able to enter, but the demon creeps inside immediately. The pot is covered, & the demon is recognized & trapped. The real husband gets his wife back.
962	926	A*	"Purchase Not Him Who Surpasses You."	Realistic Tales (850-999)	920-929 Clever Acts & Words	A father (widow) sends his son (three sons) away to learn a craft (earn money). But the boy learns to play an instrument & cards instead. When he is to be sold as slave to a merchant (when he seeks employment with a rich man) he says, “Do not buy someone who is superior to you”, or “Whoever takes me will regret it; whoever does not take me will regret it twice as much”. By his clever actions, by playing off persons against each other, by his music, & by gambling he succeeds in different situations. At the end he marries the daughter of the rich man (dealer, captain). When his father-in-law violates a king’s decree (ships are no longer allowed to shoot cannons) & is condemned to death, the youth frees him from the gallows (with three empty nutshells, which signify his father-in-law’s worth). At the end, the young man attains wealth & honor.
963	926	C	Cases Solved in a Manner Worthy of Solomon	Realistic Tales (850-999)	920-929 Clever Acts & Words	This misc. type comprises various tales dealing with the idea of unusual, of-ten clever, methods to determine the truth. Examples: (1) A poor man finds a purse with money in it & returns it to its owner hoping for a reward. The owner pretends that some money is missing, & that the finder took it already for his reward. The judge decides that, since the amount of money is different, the purse did not belong to the man who claimed it, & that the poor man may keep it until its rightful owner is found. (2) A judge gives sticks to all the suspects in a court case & tells them that the guilty one’s stick will grow during the night. The guilty man cuts a bit off his stick & thus is discovered. (3) Someone announces to all the people in the village that the thief has a gnat on his cap (that his cap is burning). One man reaches for his cap & thus shows himself to be the thief. (4) All the suspects are required to touch some object in the dark, & are told that the hand of the guilty one will be blackened. In fact, the object blackens any hand that touches it. The guilty man does not touch the object & is thus the only one whose hand is not blackened. (5) In order to determine which of two women is the owner of a spindle of thread, the judge asks them what the spindle is made of. Only the owner knows the right answer. (6) Disputants are ordered to fabricate a copy of the disputed ob ject (precious stone). The owner & the cheater can do so, but the false claimants cannot. (7) A man (innkeeper) whose silver has been stolen summons his guests (employees) to the table & orders them to make various ridiculous gestures. When they are all engaged in this game, he com mands them to put their heads under the table. Then he asks if the thief has head under the table. The thief answers, “Yes”.
964	926	C*	The Betrothed Children	Realistic Tales (850-999)	920-929 Clever Acts & Words	The children of two merchants have been betrothed from childhood, but they live in different cities. The boy is given allegorical orders (if the duck has fallen into the chaff, carry her, etc.) & sent off by his father. The bride recognizes her bridegroom by these allegorical expressions.
965	926	D	The Judge Appropriates the Object of Dispute	Realistic Tales (850-999)	920-929 Clever Acts & Words	This misc. type comprises various tales dealing with a dispute between two parties that is decided in favor to a third person who is to judge their case. The judge either takes the contested object as evidence or destroys it. For example, two cats fight over a rice cake, & the monkey who is to decide the case eats it. A lawyer who is to decide the case of two men charges them such high fees that he is able to buy the disputed object (calf) with his earnings. The song of a bird was not meant for the plaintif but for the judge.
966	926	E	Eginhard & Emma	Realistic Tales (850-999)	920-929 Clever Acts & Words	After spending the night with the emperor’s daughter in her chamber, her lover cannot leave without being Discovered because snow has fallen. She carries him on her back to his apartment because her own footprints are less suspect. The emperor observes this & brings the case before his advisers. To end the ensuing arguments, he permits the lovers to marry.
967	927	-	Out-riddling the Judge	Realistic Tales (850-999)	920-929 Clever Acts & Words	A man (woman) condemned to death is set free when the judge cannot solve the riddle propounded to him by the condemned person (by a relative of the condemned). The riddle refers to extraordinary or accidental events that happened to the person setting the riddle, & thus is unsolvable for outsiders. There are four main riddles: (1) Samson riddle of the living in the dead, “From the eater came forth meat & from the strong sweetness” – Swarm of bees collects honey in a lion’s carcass. (“What has seven tongues in one head?” – Bird’s nest with seven young found in a horse’s head; “Drink this wine which a bird took to its nest” – A stork took a bunch of grapes to nest, & a boy makes wine from them.) (2) Riddle of the nursing daughter, “Formerly I was daughter, now I am mother; I have a son who was the husband of my mother” – Woman has nursed her imprisoned father (woman nurses her son, wife nurses another man) through a crack in the prison wall. (3) Ilo-riddle (propounded by a woman), “Love I sit, Love I stand; Love I hold, fast in hand; I see Love, Love sees not me. Riddle me that, or hanged I’ll be” – A woman has killed her dog named Love (Ilo); from its skin shoes, gloves & a chair-covering have been made; (“With what thinks, I drink; what sees, I carry; with what eats I walk” – A woman has killed her lover, from his skull a cup has been made, from one of his eyes a ring & she carries two of his teeth in her boots). (4) Riddle of the unborn, “I am unborn; I ride the unborn (I eat the unborn)” – A boy was born by Caesarean section; he has a horse that was also born unnaturally (he eats the meat of an animal that was taken out of its dead mother’s body).
968	927	A	An Execution Evaded by Using Three Wishes	Realistic Tales (850-999)	920-929 Clever Acts & Words	King ordains that the guest who turns the fish on his plate (drops his knife, talks loudly) shall be executed, & also that anyone so condemned may have three wishes granted. A (young) man violates the order & pronounce his three wishes. One of the wishes is, all those who saw him turn the fish are to be blinded. All persons present pretend not to have seen anything & the accused man is freed.
969	927	A*	"Old Saddle" Granted by the King	Realistic Tales (850-999)	920-929 Clever Acts & Words	A farmer does a king a good turn (a soldier claims pay for a long period of service). In return he asks for an old saddle. The unsuspecting king signs the deed of gift. Later the “old saddle” turns out to be a large estate. Nevertheless the duped king keeps his promise & gives it to him.
