idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
2080	1862	C	Diagnosis by Observation	Anecdotes & Jokes (1200-1999)	1850-1874 Jokes About Other Groups of People	A doctor diagnoses that a sick man has eaten too much chicken (fruit). The doctor’s son asks how he knew this. The doctor answers that he looked through the man’s garbage & noticed the bones (peels). The son is called to a different sickbed. He notices a donkey sad-dle under the bed (by the door) & diagnoses that the sick man has eaten too much donkey meat (horse & wagon, a pillow). The doctor’s son is ridiculed. Or, he diagnoses that a sick woman has overexerted herself in church work (politics), because he finds a clergyman (politician) under her bed.
2081	1862	D	The Constipated Cow	Anecdotes & Jokes (1200-1999)	1850-1874 Jokes About Other Groups of People	A veterinarian (charlatan) is called to treat a sick cow. He tells the farmer (farmhand) to hold the animal’s mouth open & look in. The veterinarian holds up the cow’s tail & holds a lantern under it. The farmer looking into the mouth cannot see the light, so the veterinarian says the cow suffers from constipation.
2082	1862	E	The Most Common Profession	Anecdotes & Jokes (1200-1999)	1850-1874 Jokes About Other Groups of People	A court jester wants to show the king that the most common profession in the kingdom is that of doctoring. He ties a cloth around his head & pretends that he has a toothache. Everyone who comes by offers advice about treatments for toothache, & thus the king can see how many doctors there are.
2083	1862	F	What is Good for One is Not Good for All	Anecdotes & Jokes (1200-1999)	1850-1874 Jokes About Other Groups of People	A sick smith comes to a quack doctor who prescribes that he should eat bacon pancakes (cauliflower with bacon) three times a day. Three days later the doctor sees the smith working hard & thinks that his prescription cured him. Later, a sick tailor comes to the same doctor & the doctor gives him the same prescription. When the tailor dies, the doctor decides that his prescription was good for smiths but not for tailors.
2084	1864	-	Anecdotes about Madmen	Anecdotes & Jokes (1200-1999)	1850-1874 Jokes About Other Groups of People	This misc. type consists of various anecdotes about people who are insane.
2085	1865	-	Anecdotes about Foreigners	Anecdotes & Jokes (1200-1999)	1850-1874 Jokes About Other Groups of People	This misc. type consists of various anecdotes about foreigners (people from a neighboring country or town). Often the people are stereotyped, e.g. as thieves, as lazy, or as malicious. Some of the anecdotes refer to their ancestors: they are said to descend from some kind of animal.
2086	1867	-	Anecdotes about the Gentry	Anecdotes & Jokes (1200-1999)	1850-1874 Jokes About Other Groups of People	This misc. type consists of various anecdotes about noblemen.
2087	1868	-	Anecdotes about Hanging (Gallows Humor)	Anecdotes & Jokes (1200-1999)	1850-1874 Jokes About Other Groups of People	This misc. type consists of various anecdotes consisting of humorous dialogs between a criminal & the hangman, or in which the hanging can not take place because the gallows falls apart.
2088	1870	-	Anecdotes about Various Religions & Sects	Anecdotes & Jokes (1200-1999)	1850-1874 Jokes About Other Groups of People	This misc. type consists of various anecdotes about people of a particular religion.
2089	1871	-	Anecdotes & Philosophers	Anecdotes & Jokes (1200-1999)	1850-1874 Jokes About Other Groups of People	Anecdotes & Philosophers
