idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
720	772	*	The Flies Instead of Nails on Christ's Heart	Religious Tales (750-849)	750-779 God Rewards & Punishes	Flies look like nails & prevent more nails being driven in.
721	773	-	Contest of Creation between God & the Devil	Religious Tales (750-849)	750-779 God Rewards & Punishes	This misc. type comprises different tales dealing with the theme, “God & the devil as creators”. They have a strong dualistic tendency. Examples: (1) The creation of contrasting animals. The devil makes crea-tures in competition with God (often copies the creatures God made). (2) The devil tries to create humans but fails, & instead he creates certain animals. For example, God makes Adam out of clay & the devil tries to copy him. He shapes the clay & blows life into it, but it turns into a mon-key. In other variants, the devil makes inferior races of humans. (3) The good principle competes with the bad one, as God & the devil create various animals. God creates a wolf which is called “God’s dog”, & the destructive devil deliberately creates goats. The devil’s animals devour God’s animals. (4) The devil’s animals are brought to life by God. The devil shapes some animals but only God (the name of God) can bring them to life. When the devil refuses to utter God’s name, the animals remain lifeless. (5) God takes the devil’s animals. The devil creates (owns) animals that God wants for himself. God alters the appearance (colors) of the devil’s animals so that he cannot recognize them.
722	773	**	God & Devil Dispute over Miser's Soul	Religious Tales (750-849)	750-779 God Rewards & Punishes	God says the devil may have the soul of a miser if he can fill a cask with money. God knocks the bottom out of the cask & hangs it in a tree over a gorge. The devil is unable to fill the cask & leaves the soul to God.
723	774	-	Christ & St. Peter	Religious Tales (750-849)	750-779 God Rewards & Punishes	This misc. type consists of various jests about Christ & St. Peter during their visit on earth or creating the world.
724	774	A	St. Peter Wants to Create a Man	Religious Tales (750-849)	750-779 God Rewards & Punishes	(replaces the head of an innocent, beheaded person). He puts the head on backwards. St. Peter consoles himself with the idea that the resuscitated person could become a rope-maker who has to walk backwards while working. In some variants Christ asks St. Peter to settle a dispute between a woman & the devil. Thoughtlessly he cuts off the heads of both. When he puts the heads back, he exchanges them. Since that time it is said that women have had the devil inside their bodies.
725	774	B	St. Peter Cannot Sell His Donkey	Religious Tales (750-849)	750-779 God Rewards & Punishes	St. Peter Cannot Sell His Donkey because he points out all its defects.
726	774	C	The Legend of the Horseshoe	Religious Tales (750-849)	750-779 God Rewards & Punishes	Christ & St. Peter find a horseshoe. St. Peter is unwilling to lean over to pick it up. Christ picks it up, sells it & buys cherries with the proceeds. He drops them one by one on the way & the thirsty St. Peter has to bend over to pick up every single cherry.
727	774	D	St. Peter Acts as God for a Day	Religious Tales (750-849)	750-779 God Rewards & Punishes	A girl takes her goat (cow, pig, goose) to pasture & leaves it, saying, “May God take care of you!” There-upon St. Peter, who is taking God’s place, has to run everywhere after the goat.
728	774	E	St. Peter Gets Permission to Gather Grapes	Religious Tales (750-849)	750-779 God Rewards & Punishes	St. Peter returns to heaven late & says that in prosperity men forget to pray. Thereupon God sends rising prices to earth. This time St. Peter returns to heaven quickly & says that now all the people pray & ask for God’s help.
729	774	F	St. Peter with the Fiddle	Religious Tales (750-849)	750-779 God Rewards & Punishes	St. Peter, against Christ’s advice, insists on going into a pub where carpenters, soldiers & Gypsies are celebrating. Christ puts a violin on his back & when St. Peter explains to the people that he cannot play the instrument, they beat (laugh at) him.
730	774	H	Christ Puts Knots in Wood	Religious Tales (750-849)	750-779 God Rewards & Punishes	St. Peter, angry at carpenters, wants Christ to make wood (trees) with iron knots (branches, nails). But Christ makes the branches only out of hard wood.
731	774	J	Why St. Peter Became Bald	Religious Tales (750-849)	750-779 God Rewards & Punishes	St. Peter receives two (three) cakes from a farmwife (bakery woman). He shares only one (bad) cake with Christ & hides the other (good) one under his cap where it burns all his hair off. In some variants St. Peter becomes so tousled during a fight in a pub that he loses all his hair.
732	774	K	St. Peter Stung by Bees	Religious Tales (750-849)	750-779 God Rewards & Punishes	St. Peter becomes angry at Christ for destroying the harvest of all the farmers because of only one sinner. But he himself drowns a whole hive because of one bee sting. When Christ points to the parallel, St. Peter is subdued. Or, St. Peter protests when a ship is sunk by Christ because one sinner is aboard. Christ sends him to fetch honey from a hive. St. Peter crushes all the bees when one stings him.
733	774	L	Mushrooms from St. Peter's Spittle	Religious Tales (750-849)	750-779 God Rewards & Punishes	St. Peter receives a cake (pancake, bread) from a woman & eats it secretly. When Christ talks to St. Peter he tries to hide what he is eating & spits it out. Afterwards mushrooms grow from the cake.
734	774	N	St. Peter's Gluttony	Religious Tales (750-849)	750-779 God Rewards & Punishes	Christ keeps asking questions of the gluttonous St. Peter so that he must continually spit out mouthfuls in order to be able to answer.
735	774	P	St. Peter & the Nuts	Religious Tales (750-849)	750-779 God Rewards & Punishes	St. Peter (man) doubts the justice of the cre-ation & complains that large trees have small fruit. Thereupon Christ (God) lets gourds (melons) grow on small branches & nuts (walnuts, acorns, pears, figs) on strong trees. When an acorn falls on St. Peter’s head, he understands the order of the natural phenomena
736	775	-	Midas' Short-sighted Wish	Religious Tales (750-849)	750-779 God Rewards & Punishes	Phrygian farmers take an old man (Silen) to Midas (to a nameless poor man), who recognizes him as the educator of Dionysos. Midas organizes a feast for the old man & then hands him over to Dionysos. The grateful Dionysos gives Midas a wish. He wishes that everything he touches will turn to gold. Even his food & drink turn to gold so that he cannot eat. He asks Dionysos to take back the gift. Dionysos agrees & Midas has to bathe in the river Paktolos. From that time on the river contains gold. In some variants Midas dies from hunger & thirst.
737	777	-	The Wandering Jew	Religious Tales (750-849)	750-779 God Rewards & Punishes	Christ carries the cross to Golgotha. When he wants to rest for a moment, a Jew (shoemaker), who owns the house there, does not permit it. From then on the Jew has to wander about on earth forever, unable to die.
