idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1920	1718	*	God Can't Take a Joke	Anecdotes & Jokes (1200-1999)	1675-1724 The Stupid Man	A man in danger of death prays to God for help (makes a vow that if he is rescued, he will do something for God). He escapes the danger but denies that God helped him (does not fulfill his promise). When he again finds himself in a dangerous position, he asks God, “Can’t you take a joke?”
1921	1725	-	The Lover Discovered	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	A farmer & his servant are plowing. The servant goes home to overhear the farmwife & her lover (often a clergyman). The lover hides. The servant pretends that he is supposed to do some job that threatens the lover’s hiding place: light the oven, clean the chimney, clean the wool. He is about to throw a chest in which the lover is hiding into water or to throw it down the stairs (he lets the lover free in return for a ransom). The lover hides in the calf’s stall & the servant drives him out with a whip. The wife wants to bring food outdoors to her lover, whose where-abouts she thinks she can locate by following certain signs along the way. The servant manages to alter the signs (e.g. he puts cloth on a horse to change its color) so that the wife brings the food to him instead. The wife sends the servant to take food to her lover (to invite him to a meal). The servant drops the food on the way & tells the lover that the husband has discovered the adultery. On his way back, he tells the farmer that the lover has refused to come. Or, he says that the lover wants the farmer to help him repair his broken plow. When the lover sees the farmer collecting the food strewn along the way, he thinks he is coming with the tools or going to attack him, so he runs away. Meanwhile, the servant has told the wife that her husband knows about her adultery, so she runs away. He tells the farmer that she left because her village (house) burned down. Or that she had promised always to cook food just as good as she did today if her husband can catch up with her. The farmer immediately goes after her. In the end, the wife confesses & she (and her lover) are possibly punished.
1922	1730	-	The Entrapped Suitors	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	Misc. type. A pretty, faithful wife is courted by three men (usually clergyman). With her husband’s consent, she invites them to a private rendezvous. Before the first man’s wishes are gratified, the second arrives & the first must hide in an uncomfortable position. When all three of the lovers are caught thus, they are killed or punished in some other manner, or are ridiculed or made to pay a ransom.
1923	1731	-	The Youth & the Pretty Shoes	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	A young man goes to a clergyman’s house & seduces the servant girl, the daughter, & the wife. He promises to give them each a beautiful pair of shoes which he has stolen. Instead, he threatens to expose them to the clergyman & makes them pay him not to tell. In some variants, he also tricks the clergyman. He gives him medicine for his bald (mangy) head & orders him to say, “I know what I know, but I will not tell”. The clergyman does this & the women confess their sexual liasons to him.
1924	1734	*	Whose Cow Was Gored?	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	(An eye for an eye.) A sexton hears the preacher give a sermon about the biblical phrase, “an eye for an eye”. When the preacher’s cow gores the sexton’s cow with its horns & kills it, the sexton wants the preacher to give him a new cow. The preacher refuses. It would have been different, though, if the sexton’s cow had killed the preacher’s.
1925	1735	-	"Who Gives his Own Goods Shall Receive It Back Tenfold"	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	A preacher gives a sermon saying that whoever gives alms will receive them back tenfold. A farmer brings him his only cow. In the evening, she goes back home to the farmer, & all the preacher’s cows follow her. The farmer wants to keep all the cows because God has sent them to him. The farmer & the preacher agree that the cows will belong to whichever of them says, “Good morning” to the other first. The farmer stays secretly in the preacher’s house & sees that the preacher spends the night with his female servant. In the morning, the farmer greets the preacher & lets him know that he is aware of his liason. The preacher lets the farmer keep the cows.
1926	1735	A	The Wrong Song	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	A clergyman is so miserly that he will not give the farmers any parts of the hogs he has slaughtered. The sexton (teacher, poor farmers) steals one of his hogs (cow, sheep, ham). The clergyman overhears the young son (daughter) of the sexton singing, “My father stole the clergyman’s hog”. The clergyman praises the child or the song & promises to give him money & clothes (shoes, a picture) if he will sing it on Sunday in church. The child tells his father (the father becomes suspicious), who teaches him another song. On Sunday, the clergyman announces from the pulpit, “What this child sings is true”. The child sings, “The clergyman has slept with my mother (all the women in the village)”. Or, “All the children with red hair belong to the clergy man”. The clergyman tries to deny this, but the farmers mock him & he has to leave the church (loses his position, dies from shame).
1927	1735	B	The Recovered Coin	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	A man puts a coin in the offering box & retrieves it by means of a thread. The clergyman says, “May God repay you!” The man answers, “He has done so already”.
1928	1736	-	The Stingy Clergyman	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	The servant (servants, Eulenspiegel) of a stingy clergyman sleeps instead of mowing the meadow. He puts a wasp nest (anthill, beetle) into a box (bag) & tells the clergyman that he has found a box full of gold in the meadow. The clergyman says it is his. The servant protests but finally agrees, threatening that the gold will turn into wasps & the grass in the meadow will grow back.
1929	1736	A	Sword Turns to Wood	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	A king disguises himself & visits an inn. There he meets a soldier who has sold his saber to buy drinks. The king asks him how he will salute, & the soldier replies that he has bigger problems than that. He later substitutes a wooden sword for his saber. The next day, the king orders the soldier to behead his friend (another man). The soldier prays to God to turn his sword into a piece of wood so that he will not have to kill his friend (if the man is innocent). The king forgives him.
1930	1736	B	The Firm Belief	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	King Friedrich II of Prussia asks a soldier what he believes. The soldier says he believes what the shoemaker believes. The king asks what that is, & the soldier explains that he owes the shoemaker for a pair of boots but the shoemaker believes he will not be paid for them. The soldier also believes this. The king gives him money to pay the shoemaker. Later the king asks the soldier if he ever payed for the boots. The soldier replies that he & the shoemaker would not alter their beliefs for such a small amount of money.
1931	1737	-	The Clergyman in the Sack to Heaven	Anecdotes & Jokes (1200-1999)	1725-1774 Clergyman is Tricked	A man (master thief) is ordered to capture the preacher & put him into a sack. He dresses as an angel (Gabriel, Michael, angel of death) or as a saint (Peter) & waits at night near the church (parsonage, cemetery, pulpit) to conduct the preacher to heaven alive. The credulous preacher willingly gets into the sack (chest, trunk), & the man takes him to the goose house (bell tower, chimney; hangs him by the gate). The next day, the preacher is discovered by his maidservant as she feeds the geese (bell-ringer as he rings the bells). She lets him out of the sack.
