idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1360	1335	*	Setting Sun (Rising Sun) Mistaken for Fire	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	The fire service (a night watchman) sounds a fire alarm. When the villagers crowd together it turns out that sunlight (moonlight, northern lights) had been mistaken for fire.
1361	1335	A	Catching the Moon	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	This tale exists chiefly in two different forms: (1) A numskull sees the moon reflected in a pond (well) & supposes it has fallen in. He calls his companions in order to rescue the moon. One of them throws a rope (net) into the pond, pulls, but falls in himself (together they try to rake out the moon). Lying on his back, the numskull sees the moon in the sky & thinks they have saved it. (2) Numskulls want to catch the moon in order to have light all the time (to bring light into a gloomy building), or they think that people in the next village have stolen the moon & want to bring it back. They climb a hill (ladder) & try to capture the moon in a sack (see the moon’s reflection & try to keep it by fixing a clamp across the well or pail).
1362	1336	-	Diving for Cheese	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A numskull sees the moon reflected in the water & mistakes it for a cheese (a clump of gold). He dives for it (tells his companions, & together they try to rake the “cheese” out) with animals as actors.
1363	1336	A	Not Recognizing Own Reflection	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	This tale exists chiefly in two different forms: (1) A villager goes to town & sees a mirror for the first time. When he looks at his reflection in the mirror, he thinks he sees his dead father’s face in it. He buys the mirror, hides it at home & often looks into it to greet his “father”. His wife finds the mirror, takes it up, & sees her reflection. She thinks there is another young woman in it, feels jealous & starts quarreling with her husband. A nun who passes by takes up the mirror & says that the woman in the mirror has become a nun (their old mother sees her reflection in the mirror & tells them that there is only an old woman). (More people look into the mirror & are astonished. Finally the mirror is broken. Or, the real nature of the mirror is discovered.) (2) A foolish son sees his own reflection in the water of the well & mistakes it for a thief. He calls his mother to have a look. She agrees with her son’s judgment & adds, “And the thief is accom-panied by such an ugly old woman”.
1364	1337	-	A Farmer Visits the City	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Misc. type with diverse variants: All kinds of mistaken identities & escapades.
1365	1337	C	The Long Night	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	This tale exists chiefly in two different forms: (1) Two (male or female) farmers (merchants, master & farmhand) stay overnight at an inn (in a train compartment). When one of them wants to open the window in the morning, he instead opens the door of a cupboard (opens the window but does not realize that the window shutters are still closed). He says that it is still dark out-side (and the weather is smelling of cheese) & goes on sleeping throughout the day (three days). In some variants, the travelers sleep in an alcove & cannot find the door. (2) A stupid man (several men) is locked in a dark room for several days. He is made to believe that it is continuous night. Various reasons are given for this trick: A man wants to get rid of his brother who has been visiting him for too long, or whose unfashionable clothing embarasses him. A father wants to prevent his two sons from going to a party & spending money unnecessarily. People in the city want to stop farmers from going to market to sell their animals. Servants at a hotel want to make fun of one of their guests. Often the victim is a villager who gets the idea that nights in a town must be longer than those in the country.
1366	1338	-	City People Visit the Country	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	All kinds of mistaken identities & escapades. Within this misc. type, a special version can be distinguished: A girl who lives in the city does not know whether turnips (potatoes) grow on the ground or on a tree.
1367	1339	-	Strange Foods	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Misc. type with diverse variants: An ignorant man (woman) is not familiar with a certain food
1368	1339	A	Fool is Unacquainted with Sausages	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Misc. type. The fool squeezes the inside out & mistakes the covering for a sack.
1369	1339	B	Fool is Unacquainted with Bananas	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Misc. type. The fool throws away the fruit & finds the rest bitter. In a Hungarian version, an ignorant woman boils only the stalk of an asparagus because she thinks that the top is not yet ripe
1370	1339	C	Woman is Unacquainted with Tea/Coffee	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	She serves the boiled leaves with butter (boils unground coffee beans).
1371	1339	D	Farmers are Unacquainted with Mustard	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Two (three, four) men are eating porridge (soup). The first takes a spoonful. The food is so hot that his eyes run with tears. The second asks his companion why he is weeping & is told, that he is thinking about his father (brother, grandmother) who died (was drowned, hanged) a year ago. Now the second man eats a spoonful & tears rise in his eyes, too. When asked why he is weeping he answers, because his companion did not die likewise a year ago. In other versions, the food is mustard (hot sauce): Farmers in the city (Indians) eat too big a portion. In some variants mus-tard is sold to ignorant persons as honey (vinegar as wine).
1372	1339	E	All Cooked for One Meal	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A farmer (foolish man, foolish woman) cooks various foods (e.g. tea, sugar, bacon) together for one meal. Or, he cooks all the available beans (rice, grain) so that the food fills all of the containers (the room).
1373	1339	F	Frog Eaten as Herring	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A fool buys a herring & is told to cut its head off before he eats it. He loses it in the grass (it falls out of his hand). Instead of the fish, the fool picks up a live frog & eats it: “Croak if you want, but I’ll eat you anyway!”  In Bulgarian variants, the fool buys soap (a frog) instead of cheese (ham). Even though the soap makes lather, he eats it, saying, “If you foam, or if you don’t, I paid for you & I’m going to eat you!”
1374	1339	G	The Relative in the Urn	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	(During the years after World War II) a family gets a parcel from the U. S. (other western country, Australia) containing among other foods a box filled with an unknown powder. The family members mistake the powder for a certain sort of flour (special spice, instant drink), use it to bake a cake (scatter it on the food, dissolve it in milk) & enjoy the meal (drink). A few days later they get a letter telling them that the box contained the ashes of a relative whom they might want to bury.
1375	1341	-	Fools Warn Thief What Not to Steal	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A fool (fools) explains to a stranger (strangers) where in the house his valuables (e.g. food, money) are kept & where the key can be found. He warns the stranger not to steal. The stranger uses the key & steals the valuables. In some variants, a fool tells a thief to come back later because the inhabitants of the house are still awake.
1376	1341	A	The Fool & the Robbers	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	This tale exists chiefly in three different forms: (1) Robbers stumble over a fool lying on the ground & wonder, “What is this, a log?” The fool answers, “Does a log have five annas in its pocket?” When the robbers have taken away his money, the fool says, “Ask the merchant in the tree if my money is good”. Thus the thieves rob the merchant, too. (2) Three numskulls hide when they see thieves coming. The thieves find one of them, kill him, & wonder why his blood is so dark (red). On hearing this remark, the second numskull explains from his hiding place that it is because he has eaten blackberries (prickly pears). When the second numskull is killed, the thieves re-mark, “If this one had not spoken we would not have found him”. The third explains aloud, “That’s why I didn’t say anything”. The thieves kill him, too. (3) Two foolish slaves are recaptured because of their talkativeness.
1377	1341	A*	Thief as Dog	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A thief enters a house to steal but stumbles over an object. The husband wonders what the noise is. The wife says that it is probably the dog. Thus the thief crouches like a dog & says, “It is me, the dog”. In some variants, two boys spend the night in a girl’s house because of bad weather. The father hears one boy in bed with the girl & asks, “Who is there?” The boy meows like a cat & the father is satisfied. The second boy has the same experience. When the father asks again, “Who is there?” the boy answers, “It is me, the second cat”.
1378	1341	B	The Lord is Risen	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A clergyman hides his money beneath the altar (in the monstrance) & leaves as a marker, “The Lord is in this place”. A thief (the sexton) takes the money & leaves the statement: “He is risen & is no longer here”. In some variants, a fool hides his money under a stone with the inscription, “Here it is”. Another person finds the money & takes it, leaving the message, “Here it is not”.
1379	1341	C	Robbers Commiserated	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A thief (thieves) visits the home of a man at night & cannot find anything of value to steal. The master of the house wakes up in his bed & tells the thief, “What you are looking for in this house in the dark, I even cannot find in the daylight”.
1380	1341	D	The Thief & the Moonlight	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A thief climbs to the roof of a house, hoping to steal something. The owner hears him & speaks to his wife loudly enough that the thief can hear, telling her the following story: Once he himself had tried to steal something by climbing through a window in a roof. He said a spell (prayer) so that the in-habitants would stay asleep. Then he let himself into the house by sliding down a ray of moonlight & stole what he wanted. The thief on the roof copies this & says the spell. The man & his wife snore loudly, pretending to be asleep. When the thief tries to slide down the ray of moonlight into the house, he falls & breaks his leg. He is beaten (hanged).
1381	1342	-	Warming Hands & Cooling Soup with the Same Breath	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	During a cold winter, a satyr (wood spirit) meets a man (boy) who is cold & accommodates him in his cave. The satyr watches the man blowing in his hand & is told that in this way he wants to warm his numb fingers. When the satyr serves up a meal, his guest blows on the food & explains that he wants to cool it. The satyr is afraid of this strange human behavior, blowing hot & cold in the same manner, & chases the man away.
1382	1343	-	Hanging Game	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Two) fools (children) want to try out how it feels to be hanged. They agree that one of them (shall tie a blade of straw or thread around his neck and) shall be pulled up, while his comrades shall take care to get him down in time (when the hanging man whistles). During the trial, a wolf (devil in the form of a hare) passes by, the fools run after it, & forget to watch their hanging comrade. He dies. (The hanging man tries to whistle, but no sound can be heard. The others tell him that it might not be enough just to purse his lips.
1383	1343	*	The Children Play at Hog-Killing	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	This tale combines a common introduction with either of two main parts. Introduction:Children, having seen a hog being slaughtered, play at slaughtering. The child who plays the butcher kills the child who plays the hog with a knife. Main parts: (1) After this, the children hide in the oven. They are burned to death when their mother lights it to heat the room. (Or, the angry mother chokes the culprit. Meanwhile the baby drowns in the bath tub, & the mother hangs herself. The father comes home & dies of grief.) (2) The murderer is taken to court. In order to decide whether he is guilty or innocent, a wise man says that he should be offered a choice between an apple & a piece of gold. The child chooses the apple & is declared to be innocent.
1384	1344	-	Lighting a Fire from the Sparks from a Box on the Ear	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A numskull wants to light a fire from the sparks of a slap.
1385	1345	-	Greasing the Judge's Palms	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A foolish woman (foolish farmer) who is involved in a lawsuit is advised to grease the judge’s palms. She takes it literally & greases the judge’s palms using a sweet-scented oil (melted butter). The judge recognizes the woman’s stupidity & tells her that now he needs some yards of linen to dry his hands. The woman goes for the linen & the judge says that drying was more helpful than greasing.
1386	1346	-	The House without Food or Drink	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A boy (fool & his son) hears a woman on the street mourning her dead husband, “He goes to the place where there is darkness & nothing to eat or drink”. The frightened boy rushes home & tells his master that they are bring-ing a corpse to their house. (The son supposes, “They must be coming to our house”.)
1387	1346	A*	"Guess How Many Eggs I Have & You Shall Get All Seven!"	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A fool (farmer) says to his companion, “If you can tell me how many eggs I have in my bag (young pigs my sow brought forth) you will get all seven (four, ten)”.
1388	1347	-	Living Crucifix Chosen	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Foolish people order a new crucifix. The artist asks them whether they want a live or a dead one. They choose a live crucifix with the argument: If they wanted a dead one later they can still kill it.
1389	1347	*	The Statue's Father	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A Spaniard (farmer) threatens to smash the image of Christ (St. Anthony) if the latter does not cure his son, who is ill (help him to win a law suit). The sexton overhears the threat & tells the priest, who orders the sexton to place a smaller image in the church so that the loss will not be so great if the image is damaged. The ill son dies, & the Spaniard returns. He sees the smaller image & addresses it saying, “Tell your father that I am here. I have no business with you.”
1390	1348	-	The Imaginative Boy	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A braggart, usually a boastful boy, tells his companions (father) about a great number of wolves (bears, hares, thieves) which he pretends to have seen. When the number is called into question he reduces it gradually until no animal is left at all. He heard only a rustle in the bushes.
1391	1348	*	The Boy with Active Imagination	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A boy (man, farmhand) wants to (is supposed to) catch fish (bring back a wandering cow). His father (a farmer, someone else) asks him if he has caught any (found the cow). He answers (he did not look for the cow but found three birds instead), “If I had one & then I got two more, I would have three”. (“I see one, I hear one, & I catch one.”)
1392	1348	**	The Man Who Beleives His Own Lie	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A man tells his neighbors (customers, children) that a whale has been washed up on shore (the king is coming, they can get free food or other items). When the people hurry away to take advantage of this opportunity, he runs after them, believing his own lie.
1393	1349	*	Misc. Numskull Tales	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Misc. type with diverse variants.
1394	1349	D*	What is Intelligence?	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Two men digging a ditch wonder why their foreman can sit in the shade with a cool drink. One of them asks him for the reason & gets the answer, “Because I got intelligence”. The workman does not know what “intelligence” means. To explain it, the foreman holds his hand up in front of a tree & tells the workman to hit it. Right before the man hits his hand, he pulls it down, & the workman smashes his hand into the tree. The comment is, “That’s intelligence”. The workman returns, & asked by the other one he explains that the foreman “got intelligence”. His companion does not know the word either. So the first man holds his hand up in front of his face & invites his companion to hit it. He pulls his hand down & takes the blow right in his face. In some variants, a nobleman explains to a stupid farmer what a joke is (Irishman shows his companion a Yankee trick).
1395	1349	G*	Cold Spell Has Broken	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	On a very cold winter day, a woman comes back home freezing. She is concerned about her son who is outside in the cold, & wonders if she should call him back into the house. When she sits by the stove for a while & feels warmer, she believes that the cold spell has broken & that her son can stay outside.
1396	1349	L*	Curing Fever by Dipping into Well	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	When his mother (wife, etc.) is ill with a fever, a fool dips her into a well, because he remembers see ing a red-hot iron sickle cooled in that way. In some variants, a fool advices a person suffering from an eye-disease to put out his eye, because he himself once cured his toothache by pulling out the tooth.
1397	1349	M*	The Answered Prayer	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A man without food prays to God. He accidentally gets food & thinks God has answered his prayer.
1398	1349	N*	The Mistaken Prescription	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	This tale exists chiefly in four different forms: (1) A physician prescribes leeches to a patient. The patient does not know how to use them. He eats some of the leeches raw & asks his wife to roast the others. (2) A sick fool takes the physician’s written prescription with water & gets well (3) A foolish woman reads the instruction “to shake before use” & shakes her ill husband instead of the medicine. (4) A foolish farmer brings a door to a pharmacist. The pharmacist is astonished & tells him that the carpenter lives across the road. The farmer answers that his wife is sick but they did not have a pencil & paper in the house, so the doctor had to write the prescription with chalk on the door.
1399	1350	-	The Soon-Consoled Widow	Anecdotes & Jokes (1200-1999)	1350-1439 Married Couple Stories	A man feigns death in order to test his wife’s faithfulness. The wife is eager to take the man who brings her the news for her new husband (lover).
