idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1040	970	-	The Twining Branches	Realistic Tales (850-999)	970-999 Other Realistic Tales	Two lovers are not allowed to live together. They die of grief (commit suicide) & are buried side by side (in the same cemetery). Plants grow from their graves; the branches intertwine (meet over the roof of the church). Thus the lovers are united in death.
1041	973	-	Man as Sacrifice to the Storm	Realistic Tales (850-999)	970-999 Other Realistic Tales	A ship is in the middle of a dangerous storm. One man on board, an apparent evil-doer, seems to be the cause for the distress at sea. He has to be identified & thrown overboard to placate the storm. The sinner is found by casting lots (throwing dice), & when he is thrown into the sea the storm abates. In some (Christian) variants the guilty person confesses his deed voluntarily, whereupon the storm abates (supernatural deliverance of the victim).
1042	974	-	The Homecoming Husband	Realistic Tales (850-999)	970-999 Other Realistic Tales	In the absence of her husband (lover) who is far away on a journey (in prison), a woman is forced to choose another husband. The first husband (disguised, as beggar) returns (with supernatural help, carried during a deep sleep, warned by a dream) on the wedding day & discloses his identity to his wife (by a ring well known to her), is recognized by domestic animals (horse, dog), or answers the woman’s questions correctly (concerning features of the house or birthmarks). The revenge on the rival follows.
1043	976	-	Which was the Noblest Act?	Realistic Tales (850-999)	970-999 Other Realistic Tales	On their wedding night, a man allows his bride to visit her former lover (fiancée), in order to keep a promise she had made previously (to cancel the engagement). On her way she meets a robber. When she tells him her story he leaves her unmolested. When her lover (fian-cée) hears about her bridegroom’s (the robber’s) magnanimity, he takes her back to her bridegroom without touching her. In some variants the tale occurs in conjunction with a frame tale that deals with the discovery of a thief: Three (four) sons inherit jew el ry (money) from their father (merchants bury their fortune). The money is stolen by one of the brothers (merchants). The robbed owners call a wise man (judge, king, Solomon), who is to discover the thief. The wise man (his daughter) then starts to tell the story (see above). The thief betrays himself unconsciously when he answers the question, “Who acted in the noblest way?” He argues that the robber in the story was the most noble one (he answers other questions in a revealing manner).
1044	978	-	The Youth in the Land of the Cheaters	Realistic Tales (850-999)	970-999 Other Realistic Tales	A young man sets out on busi-ness & comes to a land where cheaters flourish. After a while he loses all his goods. A one-eyed man (woman) states that the youth’s father had taken the other eye & demands compensation. The same with a one-legged man, who states that the youth’s father had once taken his other leg & now asks for compensation. A barber agrees to shave the young man for “something” & then demands a huge sum of money (other valuables). Finally the young man is rescued from his difficult situation by someone (his wife, another person) who outwits the cheaters & recovers her husband’s lost property. The rescuer demands that the one-eyed man should give up his remaining eye so that he could match it with the other. In the same way he demands the remaining leg of the one-legged man, in order to compare it with the other one. The rescuer tricks the barber into accepting “something” for his service.
1045	980	-	Ungrateful Son	Realistic Tales (850-999)	970-999 Other Realistic Tales	This miscellanous type comprises various tales dealing with ungrateful children (son, daughter-in-law) of an ageing father. They think about & eventually change their behavior because of the analogous actions of their own son (daughter). (1) When an aged father is banned from the table & served his meals in a wooden cup by his son & his daughter-in-law, the little grandson starts to build a similar cup for his parents to use when they grow old. Thereupon the couple starts to reflect on their undig-ni fied behavior. Thinking of their own old age, they bring the old father back to the family table. (2) A son gives his father half a blanket (carpet, cape, cloth) to keep warm. Thereupon the little grandson keeps the other half of the blanket & explains that he will save it for his parents for when they are old. (3) An aged father is abandoned by his son in the wilderness (abyss) in a cart (sledge, basket). The grandson keeps it in order to use it in the same way for his parents when they have grown old. They reflect on their behavior. (4) The ungrateful son drags his old father out of the house by pulling at his hair. At the threshold the father says, “Do not drag me further; I dragged my own father only this far!”. The son reflects on his bad behavior.
1046	980	*	The Painter & the Architect	Realistic Tales (850-999)	970-999 Other Realistic Tales	Persuaded by a painter, a king (landlord) orders his architect to build a tower for the architect (the king himself) to go to heaven to see his father (to build a mansion up there). The architect leaves through an underground passage. He entices the painter to climb up to heaven. But the painter (king, landlord) meets his death when the tower burns.
1047	980	D	Meat Springs as a Toad on the Face of an Ungrateful Son	Realistic Tales (850-999)	970-999 Other Realistic Tales	A couple (son) intends to eat a roasted chicken (meal). When the man’s old father passes by unexpectedly, they hide the chicken in order not to share it with him. The old man takes a drink & then continues on his way. When they replace the chicken on the table in order to have their meal, it has turned into a toad (snake) & jumps onto the son’s face where it stays until his death.
1048	981	-	Wisdom of Hidden Old Man Saves Kingdom	Realistic Tales (850-999)	970-999 Other Realistic Tales	During a famine (war), the young people have an assembly & decide (the emperor orders) that all old & seemingly useless men should be killed. One man hides his father. When everything goes wrong under the young rulers, the wise old man comes forth & saves the situation with his good advice (he helps perform difficult tasks with his wisdom). Thereupon he is honored & the custom of killing old people is aban doned. In some variants the son, who intends to kill his father, realizes that the same will happen to him when he is old, & lets his father live.
1049	981	A*	Life by a Silk Thread	Realistic Tales (850-999)	970-999 Other Realistic Tales	A wise king, asked by his brother (Damocles, courtier, court jester) why he always looks sad even in happy situations, answers the question by sending for the questioner & pretending to plan his execution. The brother is placed on a chair over a pit filled with red-hot coals, with four lances pointing at him & a sword (stone, millstone) suspended over his head on horse’s hair (thread). The king explains that this situation resembles his own: the pit stands for the fire in hell, the lances for death & the sword signifies the divine judge. This is the reason for his sadness & fear.
