idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1680	1548	*	The Fool's Talent	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	Three brothers have different talents: the oldest makes shoes for the queen & the princess, the second sews clothes for them, & the third (fool) gives them children.
1681	1551	-	The Wager that Sheep are Hogs	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A farmer (poor man) drives his sheep (cow, horse) to market. A trickster (soldier, student) who would like to buy the sheep cheaply tries to convince the farmer that they are piglets (goats, donkeys). The farmer insists that they are sheep. An accomplice of the trickster arrives & offers to settle the dispute: he proclaims that the animals are pigs. Another passerby, also an accomplice, agrees. The farmer sells his sheep for the price of pigs. In some variants, five tricksters one after the other convince a farmer, who is taking his lamb to market, that it is a dog. The farmer throws the animal away, & the five men get roast lamb for free.
1682	1551	*	How Much the Donkey Cost	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A man who has bought a donkey is ask ed by the villagers one after another how much he paid for it. Annoyed by the repeated question, he has the church bells rung to summon all the villagers. The people think that a saint (angel) wants to make an announcement (that it is Judgment Day). The man announces what price he paid.
1683	1552	*	Soup Made from Rabbit Soup	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A man (farmer, Nasreddin Hodja) is given a rabbit (chicken) as a gift, & treats the man who gave the gift to a meal to thank him. Soon after, another man (men) comes who claims to be a neighbor of the man who gave the hare. The recipient gives him a meal too. Later, yet another man (men) comes who claims to be a neighbor of that neighbor of the man who gave the hare. The recipient serves him only hot water, “soup made from the soup of the hare”.
1684	1553	-	An Ox for Five Pennies	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	During a crisis (after he lost his way, or on his deathbed) a man (trickster, rich man, farmer, knight) promises to sell a valuable animal (camel, horse, donkey, cow, ox) for no profit (he will sell it ridiculously cheaply, or will give the proceeds to chari ty). Later (after his death), he (his wife) offers the animal for sale as promised. However, it must be purchased along with a small animal (cat, rooster, dog, occasionally a goat) for which a high price is demanded.
1685	1553	B*	Pleasing the Captain	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A ship’s captain (innkeeper) promises to set a Galician (guest stay & eat for) free if he will sing a song that pleases the captain. The Galician sings that he would like to pay the captain. This pleases the captain & he sets the Galician free (the innkeeper gives the guest food & lodging for free).
1686	1555	-	Milk in the Cask	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A number of people are ordered each to contribute a small amount toward filling a cask with milk (wine). Each of them pours only water into the cask, thinking that no one will notice a little water in all the milk. In the end, the cask is filled with pure water.
1687	1555	A	Paying for Bread with Beer	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A man orders a glass of beer, returns it without drinking any, & orders a loaf of bread. He refuses to pay for the bread because he bartered for it with the beer, & he refuses to pay for the beer because he did not drink it.
1688	1555	B	Wine & Water Business	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A trickster fills a jug half full of water, then has it filled with wine (rum) at a liquor shop. When the seller refuses to give him credit, he pays for the half & pours back half of the liquid – now half wine & half water. Sometimes the trickster repeats the operation, getting more wine with each transaction.
1689	1555	C	The Good Meal	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A well-dressed man in a restaurant orders “a soup for his money”. After the soup he orders other dishes for his money. He also agrees to take a glass of wine for his money offered by the innkeeper. After the meal it turns out that his money is not enough to pay the bill. He explains to the angry innkeeper that he only ordered “a meal for his money”. The innkeeper is willing to forgive him on the condition that he should behave in the same way in his neighbor’s restaurant. The man confesses that he came to him on his neighbor’s advice.
1690	1556	-	The Double Pension (Burial Money)	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A poor man (poet, fool) & his wife, who had been in government service, are both entitled to death benefits. Each of them reports that the other is dead & receives money for the burial. When the king finds out about this, everyone is amused at the trick (the man is hired to work again).
1691	1557	-	Box on the Ear Returned	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A farmer (soldier, fool, sometimes sailor, ambassador, foreign minister) is given hospitality by the king & sits beside him at the dining table. One of the courtiers wants to embarrass the farmer, so he suggests that each person should hit his neighbor (on the head). When it is the farmer’s turn to hit the king, he says, “When the plow comes to the end of the furrow, the plowman has to turn the horse around”. Instead of hitting the king, he returns the blow to the man who hit him.
1692	1558	-	Welcome to the Clothes	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A wise man (adviser) had been invited to the king’s (mayor’s) banquet, but he is denied entry because of his poor clothes. When he comes back in new clothes he is welcomed. When the food is served, the wise man pours it on his clothes. He explains that it is they who were welcomed.
1693	1559	A*	Always Hungry	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A master maintains that animals’ hunger is easier to ap-pease than humans’. His shepherd argues the opposite. When the guests have finished their meal, the shepherd sets some nuts on the table. The guests crack & eat the nuts, so the herdsman wins the argument.
1694	1559	C*	Some Things Not for Sale	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A farmer goes into a store in which every-thing is supposed to be available. He bets with the owner that something that he wants is not for sale in the store, & the owner accepts the bet. The customer asks for something unusual (e.g. sunglasses for his cow) & wins the bet. The owner sends the customer to another store & warns the storekeeper there. The customer makes the same bet. This time he asks for something different (e.g. shoes for his rooster) & wins again. (Sometimes there is a third episode with higher stakes, which the farmer wins again.)
1695	1560	-	Make-Believe Eating; Make-Believe Work	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A man (farmer) & his farmhand work in the field. At noon, other people who are also work ing near by stop for a rest & eat. The farmer stops working but tells his farmhand, “We will only act as if we are eating”. When they resume work, the farmhand swings the scythe back & forth without cutting anything. The farmer turns around & asks him what he thinks he is doing. The farmhand says he is acting as if he is working.
1696	1560	**	"Is It Still Raining?"	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A farmer & his farmhand climb un-der a haystack to get out of the rain. The farmer keeps asking, “Is it still raining?” The farmhand says yes, although in fact the rain has stopped.
