idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1800	1631	*	The Tailor & the Smith as Wooer	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A tailor & a smith (and a shoemaker) woo the same woman. The tailor tells her that the smith is blind: if she watches him work, she will see that he hits the iron twice & then hits the anvil. The woman confirms this. In revenge, the smith tells the woman that the tailor is insane. He puts a red-hot piece of iron in the tailor’s boot. When the tailor puts the boot on, he falls down with pain & cries, “It is burning!” Everyone agrees that he must be insane. The woman marries the smith (no one).
1801	1631	A	Mule Painted & Sold Back to Owner	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A donkey (mule, horse, cow, goat) is stolen or sold. The new owner (thief, dealer, farmer, Gypsy, servant) paints it (makes it look young & fresh) & sells it at a big profit to its original owner (master, priest, charcoal dealer, farmer), who likes it because of its similarity to his old animal. (Even though he had been warned, he does not notice the trick.)After the buyer takes the animal home, the paint washes off in the rain (river, wash water) & the owner recognizes his old animal.
1802	1633	-	Joint Ownership of the Cow	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A father dies, leaving his possessions for his two sons to divide. The older son takes the hind end of the cow & the younger son gets the front end, so that the first takes the milk but the second must feed the animal. Similar unfair settlements follow. A friend (relative) advises the younger son how to obtain a fair share.
1803	1634	*	Various Tricks Played by Gypsies	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	Misc. type with diverse contents
1804	1634	A*	Fish Promised in Return for Food & Money	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A Gypsy is told by the fishermen that it is difficult to catch fish. In return for food & money, the Gypsy promises to tell the fishermen a time when all the fish will be ready to be caught. They agree. After five days as the fishermen’s guest, the Gypsy takes the money & goes to the lake, saying now is the right time. He tells the fishermen to drink up all the water in the lake, & then they will be able to catch all the fish. He will even help them.
1805	1634	E*	Throwing the Thief over the Fence	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A thief is surprised by the owner of the house he is robbing. The thief cries, “Do whatever you want to me, but don’t throw me over the fence!” The angry owner throws him over the fence & the thief runs away.
1806	1635	*	Eulenspiegel's Tricks	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	Misc. type with diverse variants, esp. popular in German-, Dutch- & Polish-speaking countries.
1807	1636	-	The Repentant Thief	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A repentant thief brings a stolen cow back to its owner, pretending to have found the animal. He warns the owner to be more careful with it in the future.
1808	1638	*	Why It is Not a Sin for a Gypsy to Steal	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A Gypsy stole one of the nails that was intended to have been used for the crucifixion of Jesus. Because of this, it is not a sin for Gypsies to steal.
1809	1639	*	The Royal Order Concerning Clothing	Anecdotes & Jokes (1200-1999)	1525-1639 Clever Man	A garment dealer is oversupplied with a certain type of garment (fur) & stands to lose money. The friendly king orders that everyone who appears before him must wear that type of gar ment. The dealer becomes rich.
