idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
880	885	-	The Facetious Wedding	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A young woman is forced by her parents to marry a clergyman even though she has fallen in love with a poor boy (soldier). When the young man (returning from a journey) comes unrecognized to her wedding, the priest jokingly marries him to the girl He reveals himself. In German variants Friedrich II requests a mock wedding between the bride & a soldier.
881	885	A	Woman Feigns Death	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A young woman (princess) has fallen in love with a poor young man, but her parents make her marry another man. The rejected wooer leaves for a journey. At her wedding the girl falls down dead (feigns death). Her lover returns, resuscitates her, & marries her. Or, he secretly escapes with her & a wax doll is buried in her grave.
882	886	-	The Girl Who Could Not Keep the Secret	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A young man leaves his bride because she cannot keep secrets. He finds a new bride. At the betrothal the first fiancée says that she still hopes to marry him. When the new fiancée learns that the young man had abandoned the former bride because of her talkativeness, she boasts of her superiority in keeping silent: that she has concealed all her previous lovers (the killing of her children). The young man decides to marry his first bride.
883	887	-	Griselda	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A marquis (king) who loves his freedom marries because his subjects demand it. He chooses a wife of the lower class (named Griselda), & demands that she promise always to be obedient. When she has given birth to two children, he tests her obedience by taking them away making her believe that he has killed them. After 15 years, he casts her off & orders her adult children (who had grown up in another family) to come home. He pretends to marry Griselda’s daughter, & makes Griselda serve her at the wed-ding feast. When Griselda accepts even this humiliation, he explains everything to her (that everything had been a test), & takes her again as his wife.
884	887	A*	Precious Stones in Bricks	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A young man complains that he possesses brains but no money. He decides to spend all his hard-earned money to buy a wife. The wife teaches him how to enclose precious stones in bricks. He takes them to the king (czar) as a gift & receives a reward.
885	888	-	The Faithful Wife	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	This tale exists chiefly in two different forms: (1) A man who is taken into slavery in Turkey wears a shirt that remains white as long as his wife at home remains true to him. The sultan sends a messenger to seduce the wife, but in vain. Disguised as a pilgrim (monk), she reaches the sultan’s court. Through her harp-playing & her singing she wins the sul-tan’s favor. He presents her with a (three) Christian slave, who is in fact her husband. When the husband has returned home he wonders what happened to his wife. She arrives in her pilgrim dress & identifies herself as his rescuer. (2) A king goes to a foreign land, where he is thrown into prison. His wife disguises herself as a gusli-player, goes to the hostile king & receives his permission to take one of the prisoners with her. She chooses her husband. The husband does not recognize her & later reproaches his wife for not trying to help him. The truth is discovered.
886	888	A	The Wife Who Would Not be Beaten	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A prince (merchant’s son) says he will marry only a woman who will submit to a beating each day. When he is married his wife refuses to allow him to beat her, saying he does not support her (but her father does). The prince sets out to win his fortune but is enslaved (loses all his fortune, must work at menial tasks). His wife disguises herself as a man & frees him (by winning back all he had lost) She wins chess games by releasing mice which are chased by a trained cat (she tricks the cheaters, she wins the wager). She secures tokens from her husband. At home, when the husband falsely boasts of his exploits, the wife displays the tokens. Her husband never beats her again.
887	888	A*	The Basket Maker	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A man learns a trade (basket-making, painting) in order to support a wife. She is taken away by a sea captain. Years later, she recognizes her husband when she sees his baskets displayed.
888	889	-	Wager on the Faithfulness of the Servant	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A man (king, lord, farmer) boasts that his servant (shep-herd, farmhand) would never tell a lie. His neighbor (foreign king, visitor, friend, governor) makes a wager on the faithfulness of the servant. In order to test the servant he is sent with a letter to the neighbor’s wife (queen, daughter) where the woman makes him drunk & seduces him. In some variants the maidservant (daughter, wife) is sent to the sherpherd & persuades him to give her in return for her favors a lamb or the golden horns (liver, skin, meat) of his master’s best ox (sheep, horse). Or he is made to believe that he lost his master’s pro perty by gambling while drunk. Later the servant rehearses how he could justify his behavior to his master: He puts his stick into the earth with his hat on top & speaks to it. But all possible lies seem inadequate to him, so he decides to tell the truth. Thus his master wins the wager (the servant is rewarded for his honesty).
889	890	-	The Pound of Flesh	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A contract entitles the lender (Jew, merchant, usurer, nobleman) of a sum of money (that has been used to woo or to buy a woman) to cut a pound of flesh (eye, head, single limbs) from the debtor’s (Christian or Muslim merchant, goldsmith, Jew nobleman) body if the loan is not repaid in time. In some variants the husband goes abroad for some time, & other men try to seduce his wife. She deceives them all & takes their money in payment for keeping the matter secret. When the time limit has been reached, the case is brought to the judge (pope, king, sultan, the debtor’s wife disguised as judge, another woman in man’s clothes). In some variants, before the judgment has been executed, the creditor is offered the money if he will forgo the pound of flesh, but he does not agree. The judgment formally favors the creditor but adds some impossible conditions: when cutting the flesh of the debtor he must take the exact amount (he must not shed blood), otherwise he will be punished severely. Thereupon the creditor re nounces his demand to mutilate the debtor (and is punished in addition).
890	890	**	The Debtor's Bed	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A knight (merchant) with heavy debts dies. The ruler (creditor) wants to sell the bed for a high price, saying that it must be very good since the knight slept well in it despite his debts.
891	890	A*	The Snake in the Bosom	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A (sleeping) girl (young man) has a snake in her bosom. All her relatives refuse to help remove it. Finally her lover finds (removes) the snake, which turns to gold.
892	891	-	The Man Who Deserted his Wife	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A man (prince, merchant) marries a woman, intending to revenge himself for an insult. He deserts her untouched before the wedding night (imprisons her), & sets her the seemingly impossible task of bearing him a son (to get a foal of his mare or to fill a sealed box with gold) & leaves her. She follows him in disguise (first in man’s clothes) & has a love-affair with him without being recognized (three times). She gives birth to a son (three children). Her husband returns, intending to marry another woman. Upon seeing her son (children, tokens) he realizes that she has fulfilled the task. They are reconciled & he sends the other woman away.
893	891	A	Crystal Palace	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A princess (only daughter) is kept isolated in a crystal palace. A prince finds her (sees her from far away) & they fall in love, but he leaves without asking to marry her.
894	891	B*	The King's Glove	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	The king admires (falls in love with) the (sleeping) wife of a courtier (knight) & leaves his glove (ring) on her bed. She is suspected of unfaithfulness. The king invites the courtier & his wife to a banquet, where all must tell their adventures. The king & the woman do so in rhyme, & the husband realizes their (his wife’s) innocence
895	891	C*	"The Pig Eats the Money"	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A wife falsely accused of giving away money (to her lover). Her husband threatens to kill her but their child says that the pig (ox) has eaten the money. The man kills the pig & finds the money. He begs his wife’s forgiveness.
896	892	-	The Children of the King	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	While a prince is in the service of another king, his sister must govern the country. However, seduced by a certain knight, the princess substitutes a maidservant. As proof of his seduction (rape) the knight shows a cut finger (hair, knowledge of the birthmarks) to the brother. The prince repudiates his sister, but she justifies herself by giving proof of her chastity. Her innocence becomes apparent & the knight is punished
897	893	-	The Unreliable Friends.	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A young man boasts of his numerous friends. His father intends to test them. A slaughtered animal (hog, statue, tub) is hidden in a sack (in a dark corner of the house). The young man pretends to have killed a person unintentionally. When he asks his friends to help him bury the corpse they all re fuse. Only his father’s “half-friend” is ready to share the danger with him (remains true to him in his feigned trouble)
898	894	-	The Ghoulish Schoolmaster & the Stone of Pity	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A princess accidentally sees her school -master eating a corpse (a human being). She escapes. This tale exists chiefly in two different forms: (1) A princess marries a prince abroad & gives birth to several children, who are kidnapped by the ghoulish teacher. The teacher leaves blood (other signs) that point at the mother as murderer of her children, she is imprisoned. When the prince goes on a journey, his imprisoned wife asks him to bring her a stone of patience (and a knife), which he does. The prince overhears his wife telling her sorrows to the stone. The stone swells & finally bursts because it cannot bear the sorrow (and she tries to kill herself with the knife). The prince embraces his innocent slandered wife, & the cannibal teacher brings back her children. (2) The princess finds a sleeping prince who can only be awakened if she would care for him for a certain period (seven years, seven months, seven days). Just before the end of the time limit, the princess delegates her task to a female slave & falls asleep. When the prince awakens & sees the slave he thinks that she has saved his life. He marries her, & the princess becomes her maidservant . The princess asks for a knife & a stone of patience. The king’s marshal overhears her telling her story to the swelling stone. When the prince listens, the stone bursts out of pity. When she is about to kill herself with the knife, the prince interferes. They marry & the slave girl is punished
899	896	-	The Lecherous Holy Man & the Maiden in a Box	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A holy man (trusted adviser) falls in love with a beautiful girl, but she spurns his advances. He convinces the girl’s father (husband) that she is un chaste (will bring calamities to the kingdom) & that she should be placed in a box & cast into the river (delivered to him). He instructs his followers to bring the box to him, to leave it in his room, to securely lock the doors, & to ignore any sounds that may come from his room. A prince (other helper) finds the box before it falls into the hands of the holy man’s followers, removes the girl, & puts a mad dog (tiger, wild animal) into the box. The holy man is torn to pieces when he opens the box. The girl marries her rescuer & is reconciled with her family.
900	897	-	The Orphan Girl & Her Cruel Sister-in-Law	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A young girl is left by her seven brothers while they go on a trip in the care of her seven sisters-in-law. They set tasks for her, hoping she will be unable to perform them so that they can punish her. She is helped by various animals: to carry a large load of sticks from the forest without using a rope, a helpful snake winds around the sticks; to fetch a tigress’s milk, the tigress willingly gives it; to fetch water in a sieve, frogs fill the holes in the sieve; to gather seeds scattered in a field, birds help her. While she is performing the last task, the brothers appear. The sisters-in-law are punished.
901	898	-	The Daughter of the Sun	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	(The Speechless Maiden. The Doll Bride.) In order to evade a prophecy that a princess would be impregnated by the sun & bear a child, she is confined in a tower. Nevertheless the prophecy is fulfilled. The daughter of the sun is exposed in a garden & rescued by a prince. In some variants a childless couple, after having a dream, build them selves a girl (doll) from wood (lime, paste). A prince wants to marry her. On the way to the prince the (mistress of the) sea ex-changes the doll with her own daughter, whom the prince marries. The prince does not recognize her extraordinary origin, so she stays mute & rejects him. The prince marries three women of royal blood, but they all die when they try to imitate the abilities of the first woman (e.g. objects obey her commands, her cut nose grows again, when she puts her finger in hot oil cooked fish appear, etc.). When the prince feigns an illness the girl cares for him, reveals her origin, & consents to the marriage. In other variants the prince overhears objects quarreling & learns how he should address her: daughter of the sun (daughter of the sea, etc.). When he calls her in this way she speaks & marries him.
902	899	-	Alcestis	Realistic Tales (850-999)	880-899 Proofs of Fidelity & Innocence	A young man (only son) is doomed to an early death: He is predestined to die on his wedding day. In some variants Norns (an angel, death) predict his death for the third day after his birth (another day). God (saints, St. George, Demetrius) intercedes with the Norns (death), & they agree that the young man may live if another person is willing to die for him or to give him half (a part) of his own remaining lifetime. The members of his family (his parents) refuse, but his bride is ready to die for him. God saves both the young man & the woman who is willing to sacrifice herself, & punishes the hard-hearted parents.
