idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1160	1163	-	The Devil is Tricked into Revealing a Secret	Tales of the Stupid Ogre (1000-1199)	1155-1169 Man Outwits the Devil	The devil (ogre, giant) maliciously watches a smith trying unsuccessfully to forge iron (plate a vessel with tin). When the smith claims falsely that he has succeeded, the devil asks who told him to use sand (salammoniac). In some variants, a miller learns from the devil to install a vibrat-ing sieve in his mill.
1161	1164	-	The Devil & the Evil Woman	Tales of the Stupid Ogre (1000-1199)	1155-1169 Man Outwits the Devil	Three main introductions can be distinguished: (1) A man throws his quarrelsome wife into a pit (well, gorge). Later he feels sorry (compassionate) & he wants to get her out. But instead of her, he pulls up a devil (demon) who lives in the pit & cannot endure the evil woman either. (2) A devil marries (wants to marry) a young woman & is tricked by his mother-in-law into a bottle (box). A hunter sets him free. (3) (Belfagor.) Souls in hell complain about bad women on earth. The devil(s) wants to test what it is like to live with a wife. In some variants, a man prefers to endure the torments of hell rather than live with his evil wife. The devil comes to an agreement with him: If the devil cannot live with the man’s wife for a certain time, the man may leave hell. The devil marries (lives with) an evil woman (widow) whom he wants to get rid of quickly. He gets help from a man (farmer, farmhand). The tale is usually continued by an agreement between the grate-ful devil & the man who helped him: A (rich) person (princess) is possessed by the devil. Twice the devil allows the helper to expel him from the possessed person, & the helper is given a big reward. The third time, the devil refuses to leave the possessed per son. The helper threatens the devil with the evil woman (his wife, mother-in-law). The devil flees.
1162	1165	-	The troll & the Baptism	Tales of the Stupid Ogre (1000-1199)	1155-1169 Man Outwits the Devil	A farmer is on friendly terms with a troll whom he does not want to come to his child’s baptism because he knows the troll’s appetite. Not wishing to offend him, he invites the troll, but says that among the guests there will be the Virgin Mary, Thor the Thunderer, etc. The troll thinks he had better stay away, but he will give the finest present. In a Latvian version, the devil promises the youth the maiden he desires, but he must let the devil spend the first night with her. The devil comes to the wedding, but when he hears that Thunder & Lightning have also been invited, he runs away.
1163	1166	*	The Devil & the Soldier	Tales of the Stupid Ogre (1000-1199)	1155-1169 Man Outwits the Devil	The devil keeps guard in place of a soldier (enlists in military service instead of a youth, who promises him his soul). He cannot endure it that the straps of his knapsack cross each other & is punished.
1164	1168	-	Various Ways of Exorcising Devils	Tales of the Stupid Ogre (1000-1199)	1155-1169 Man Outwits the Devil	Misc. type. The devil is frightened by a shoe-maker & gives him gold. He is threatened (beaten) by a soldier, who uses a crucifix or exorcised by a foolhardy man who draws a magic circle, etc.
1165	1168	A	The Demon and the Mirror	Tales of the Stupid Ogre (1000-1199)	1155-1169 Man Outwits the Devil	A man has a mirror in his bag. He tells a demon (tiger) that he has captured other demons & shows him the bag. The demon sees his reflection, mistakes it for another demon, & flees.
1166	1168	B	The Tree Demon Pays the Man to Save the Tree	Tales of the Stupid Ogre (1000-1199)	1155-1169 Man Outwits the Devil	A man is about to cut down a tree. The demon who lives in the tree promises to bring the man a large amount of rice each month (year) or a treasure of gold if he will desist. When the demon later on gets tired of the bargain, he enters the man’s house (sends another demon) in order to kill him. By chance the man discovers the demon. He threatens to kill him & thus forces him to bring even more rice.
1167	1168	C	The Virgin Mary Saves a Woman sold to the Devil	Tales of the Stupid Ogre (1000-1199)	1155-1169 Man Outwits the Devil	A man sells his wife to the devil. Before the woman is to be delivered, she goes to church to pray for help to the Virgin Mary. Substituting for the woman , Mary goes to the devil, who flees.
1168	1169	-	Changing Heads	Tales of the Stupid Ogre (1000-1199)	1155-1169 Man Outwits the Devil	While wandering on earth, Christ & St. Peter (Santa Claus) meet a woman (old man) who is quarreling with the devil (serpent). Christ orders St. Peter to settle the quarrel, so St. Peter strikes off the heads of both the devil & the woman. Christ wants to undo the damage & orders St. Peter to replace the heads, but he unfortunately places them on the wrong bodies.
1169	1170	-	The Unsalable Woman	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A man (merchant) comes to an agreement with the devil (ogre): If the man is able to sell all his goods, he is to belong to the devil. If anything is left as unsalable, he is to be free. The man puts an evil old woman in a glass case. Even the devil is convinced that no one wants to buy her. Thus the man goes free. In some variants, the devil loses the contest because he does not succeed in selling three women.
1170	1171	-	A Rabbit in Each Net	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A man saves his soul from the devil because the latter is not able to catch a rabbit in each of a hundred nets set in high trees.
1171	1172	-	All Stones from the Stream or the Field	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A man (woman) saves his soul from the devil because the latter is not able to gather all the stones from a stream (field); or because the devil is not able to count uncountable things like stars, grass, sands of sea, drops of water, etc.
1172	1173	A	The Devil is to Fulfill Three Wishes	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A farmer asks the devil for all the tobacco in the world, all the brandy in the world & finally some more brandy in addition. The devil can fulfill the first two wishes but not the last one.
1173	1174	-	Making a Rope of Sand	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A man saves his soul from the devil because the latter is not able to make a rope of sand (chaff). In some variants, a ruler demands a rope of sand (ashes) from one of his subjects (man, woman), who – sometimes helped by good advice – is able to perform the task.
1174	1175	-	Straightening a Curly Hair	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A man saves his soul from the devil by wish ing for something impossible. The man’s wife gives the devil one of her curly hairs & orders him to straighten it (forge it straight). The devil is unable to do this, & the man is free.
1175	1176	-	Catching a Man's Broken Wind	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A man (woman) saves his soul from the devil because the latter is not able to: (1) catch (make a knot of) his fart (breath); (2) make knots from drops of spilled brandy; (3) catch a noise.
1176	1177	-	The Devil & the Bees	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A poor weaver (servant of a miller) sells his soul to the devil for money. As agreed, after seven years the devil takes the weaver away in a sack. The devil leaves the sack outside when he stops at an inn. A beekeeper sets the weaver free & puts a beehive in the sack. When the devil gets to Hell & opens the sack, the bees fly out & sting him. After this, he does not want any weavers in hell.
1177	1177	**	Fetching the Woman's Grindstone	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A man saves his soul from the devil because the latter is not able to fetch a woman’s grindstone – the woman needs it to sharpen her tongue.
1178	1178	-	The Devil Outriddled	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	Misc. type. A man (boy) promised to the devil saves himself by pos-ing riddles or setting enigmatic tasks that the devil cannot solve or perform: The man asks the devil whether he will hold onto a hammer or let it fall, etc. He orders the devil to catch frogs & place them on a high tree or to shovel grain with a hayfork without tines. In some variants, the devil must unravel a net in a short time or heal a woman’s “wound” by licking.
1179	1178	**	The Devil at the Grindstone	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	The devil is ordered to turn a grindstone until he gets tired.
1180	1179	-	The Devil on the Ship	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A man (sailor) saves his soul (himself) from the devil (ogre) because the latter does not accomplish a difficult task. This tale exists chiefly in two different forms: (1) The devil is unable to pump the whole sea out of a leaky ship. (2) The devil is unable to hold a ship fast on its anchor chain.
1181	1180	-	Catching Water in a Sieve	Tales of the Stupid Ogre (1000-1199)	1170-1199 Souls Saved from Devil	A man (woman, girl) saves his soul (herself) from the devil (ogre) because the latter is not able to catch water in a sieve.
