idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
560	561	-	Aladdin	Tales of Magic (300-749)	560-649 Magic Objects	A magician orders a (stupid) boy, Aladdin, to fetch a lamp for him out of a cave of treasures. The cave opens & closes by means of a magic ring. Aladdin finds the lamp, but when he wants to leave the cave it does not open (the magician has closed it). When Aladdin rubs the magic ring (lamp) in despair, a helpful genie appears & leads him out. Aladdin reaches his mother’s house & wishes for riches & a castle. Both wishes are fulfilled by the genie (by another spirit who appears in the same way when the lamp or the ring is rubbed). Aladdin woos the princess, but her father intends to marry her to another man (Aladdin marries the princess.) The magician exchanges the old, magic lamp (which the princess had kept) for a new, worthless one. He wishes himself to be transfered to Africa together with the princess & the castle. Aladdin is imprisoned. He rubs the ring & the genie takes him to the castle where the princess is. She poisons the magician (Aladdin kills him). Aladdin takes the lamp again & uses it to return with the castle & the princess to his home.
561	562	-	The Spirit in the Blue Light	Tales of Magic (300-749)	560-649 Magic Objects	A discharged soldier (deserter) is asked by an old woman (witch) to fetch for her a fire-steel (light, tinder-box, candle) from an underground treasury (magic castle) guarded by dogs. He keeps it for himself (kills the old woman). He discovers that when he lights the fire-steel a helpful spirit (dogs, iron man, giant) appears. He orders the spirit to bring the princess to him during three successive nights. She has to serve him (he kisses her, impregnates her). The king tries to discover where his daughter goes by putting a mark on the door. The spirit discovers the ruse & defeats it by putting the same mark on all the houses. The third time the soldier takes the princess, he is discovered (gives up himself) & imprisoned. He asks for his fire-steel, & before he is executed he asks for permission to smoke for one last time. When he lights his fire-steel, the spirit appears & rescues him (and imprisons the king instead). By threatening violence the soldier forces the king to agree that he may marry his daughter. In some variants the spirit is disenchanted by being beheaded or when the candle is burned up.
562	563	-	Table, Donkey, & Stick	Tales of Magic (300-749)	560-649 Magic Objects	A (poor) man receives from a supernatural being (God, devil, wind) a table that covers itself with food (tablecloth, etc.). On his way home he stays in an inn & others see him use the table (he forbids others to use it). The innkeeper cheats him by exchanging the magic table (cloth) with an ordinary one. After the poor man arrives home the table does not have any magic power, so he goes back to the giver & complains. The giver gives him a gold-dropping animal (donkey, hen, etc.). The same thing happens again. This time the man receives a sack containing a magic cudgel (mannikin) that beats people until it is called off by its owner. The man himself is beaten by the cudgel. When the greedy innkeeper tries to steal the sack, the cudgel beats him until he returns all the stolen magic objects.
563	564	-	Magic Providing Purse	Tales of Magic (300-749)	560-649 Magic Objects	A supernatural being (devil, spir-its, fortune, frost, wind) gives a poor man an object (knapsack, sack, purse, pot, box) that supplies him with unlimited food. The man takes it home to his family. A rich man (brother, neighbor) buys (borrows, steals) the magic object, & soon the poor man is hungry again. He asks the super-natural being for a replacement & receives a similar looking object. But this one produces men with cudgels (whips) instead of food; they beat him & his family. The poor man gives the object to his rich neighbor. He is beaten until he returns the food-supplying object to the poor man.In some variants the last scene occurs at a meal organized by the rich man & all his guests are beaten.
564	565	-	The Magic Mill	Tales of Magic (300-749)	560-649 Magic Objects	A poor man receives a ham from his rich brother (the devil) who tells him to “go to the devil” with it. An old man directs him to the devil, where he exchanges his ham for a mill that grinds anything its owner wishes (meal, salt, other food; a pot that fills itself with porridge). Only its owner can command it to stop. The poor man becomes rich. His envious brother buys (steals) the mill, but he does not know how to stop it. It grinds such a quantity of food (flour, herrings, porridge, etc.) that the man is overpowered (it fills the whole house with porridge). The real owner stops it & takes it back again. Often combined with the following episode: A ship-captain steals (buys) the mill & commands it to grind salt. He also cannot stop it, & it grinds so much salt that his ship finally sinks. The mill keeps grinding at the bottom of the sea, & this is why sea-water is salty.
565	566	-	Three Magic Objects & The Wonderful Fruits	Tales of Magic (300-749)	560-649 Magic Objects	(Fortunatus.) Three brothers (soldiers, a young man) each receive a magic object from a supernatural being (man-nikin, enchanted princess): a purse that fills itself, a coat or cap that takes its owner anywhere, a horn or whistle that furnishes soldiers or brings power). The king notices the glamorous life-style of the owner of the purse. By a ruse (by playing cards) the princess steals the purse (magic objects). Its owner gets the magic objects of his brothers, & they are stolen as well. He eats magic fruits (apple, fig, nut, vegetables, magic drink) that cause & cure disfigurement (horns grow on the head, & are removed). He gives (sells) the princess the magic fruits & horns grow on her head (she grows a long nose, is transformed into a donkey). He sells her the healing fruits only when she confesses her theft & promises to return his magic objects.
566	567	-	The Magic Bird- Heart	Tales of Magic (300-749)	560-649 Magic Objects	A man eats the heart of a magic bird & thereby receives the power of spitting gold (of finding a coin under his pillow every day, he becomes king). A woman (his own wife) causes him to vomit the bird-heart, eats it herself (because she learned its secret from an old woman) & casts him out. He finds a magic herb that transforms people into donkies. With the help of the herb he changes the woman to donkey (and makes it work hard). In some variants he changes the woman back to a human being & marries her.
567	567	A	Magic Bird-Heart & Separated Brothers	Tales of Magic (300-749)	560-649 Magic Objects	Two brothers condemned to death (whose stepmother claims they have insulted her ) are spared. They eat parts of a magic bird (magic object, magic fruit, etc.) that will make one become a king, & the other produce gold (precious stones) when laughing (crying). (The magic bird is prepared as a meal for another person [by their mother] but the brothers eat it by mistake.) The brothers flee & are separated (when fetching water). The elder brother is chosen as king (with the help of a royal elephant). The younger brother is enslaved by a foreign king who forces him to produce gold (he falls into the hands of a shipowner who sacrifices him so that his becalmed ship may sail. He is cast overboard, arrives in a distant land, & wins a [several] brides). Finally the brothers are reunited & the younger brother is freed (the elder searches for his younger brother & finds him).
568	569	-	The Knapsack, the Hat, & the Horn	Tales of Magic (300-749)	560-649 Magic Objects	The youngest of three poor brothers obtains a magic object (table-cloth, napkin, table, mill) that magically produces food. On his way he exchanges the object for a knapsack that can produce an army (magic weapon, stick, sabre, cudgel out of the sack). By means of this he secures the first object again. In the same way he gets other magic objects that function as weapons (hat), make walls fall down (horn), provide him with unlimited quantities of money, let him cover enormous distances (seven-league boots, flying carpet), produce a castle (etc.), or resuscitate the dead (violin, flute). Back home he lives a glamorous life. The magic objects are stolen from him by a cunning guest (king, princess, neighbor). By using the last object he recovers them all. With the help of the magic horn he destroys the attacking army & kills the king & his daughter; or, he resuscitates the people he has killed, makes peace with the king, marries the princess, & inherits (half of) the kingdom.In some variants the king is attacked by enemies. The boy rescues him from danger using his magic objects, & marries the princess.
569	570	-	Rabbit-Herd	Tales of Magic (300-749)	560-649 Magic Objects	A king offers his daughter in marriage to whoever can herd (catch, tame, train) his 100 (more or fewer) rabbits (roost-ers, sheep, goats, geese, partridges) without losing any. The youngest of three brothers is kind to an old woman (to whom his brothers were unkind) & receives a magic whistle with which he can summon the rabbits. In order to avoid the mar-riage, members (deputies) of the royal family (in disguise) try to buy one of his rabbits. The young man demands a degrading humili ating act (e.g. jumping on one leg, dancing to the whistle, turning somer-saults, attaching a pot to his or her bottom, being beaten, cutting flesh out of his/her own body, branding his/her skin, tearing an animal carcass with teeth, kissing the backside of an animal or of a person, sodomy, eating excrement, kissing him or sleeping with him). After the demands are fulfilled, the young man whistles & the rabbit comes back to him.Not willing to admit defeat, the king sets another task: the young man should fill a sack of lies (truths). When the king real-izes that the “lies” are actually truths that humiliate the royal family, he announces that the sack is filled up & agrees to the marriage.
