idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1960	1800	-	Stealing Something Small	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	In confession, a man admits he has stolen something small – a rope. However, at the end of the rope there was a cow (sheep, ox, donkey).
1961	1804	-	Imagined Penance for the Imagined Sin	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	This tale exists chiefly in two dif ferent forms: (1) A penitent (young woman) comes to confession & says that he has planned to do something sinful. The clergyman answers that the thought is as good as the deed, & orders the penitent to pay a cer tain amount of money for his absolution. The penitent says that the sin was only imaginary, so the clergyman must accept an imaginary payment. (2) After the confession of an imagined sin, a penitent is supposed to work for the clergyman, but instead he lies under a tree. The clergyman asks him why he is not doing anything, & he answers that his intention to work is as good as the deed.
1962	1804	*	The Eel Filled with Sand	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A clergyman promises absolution to a penitent in return for a large eel. The penitent sends him an eelskin (skins from many eels) filled with sand. The clergyman says that the man’s sins will not be absolved.
1963	1804	**	Tales about Payment for Absolution	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	This misc. type consists of various anecdotes in which a penitent cheats a clergyman out of payment that he has demanded in return for granting absolution.
1964	1804	B	Payment with the Clink of Money	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A man demands payment from other persons because they smelled the first man’s dinner (softened their bread in its steam) while it was being cooked. A judge decrees that the other persons should pay with the clink of coins. In Lithuanian variants, a clergyman shows a communion wafer to a sick man through a window & tells him to imagine that he has received it. The sick man shows the clergyman some money through the window & repeats the same instructions.
1965	1804	C	Poem for Poem	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A poet sends a flattering poem to his ruler & hopes for a generous reward. Instead, the ruler sends a poem to the poet. The poet sends his ruler a little money, saying that it is all that he has. The ruler recognizes this trick & makes friends with the poet.
1966	1804	D	The Shadow of the Donkey	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A donkey driver lets a farmer rent his donkey. It is a hot day, so the farmer stands (sits) in the donkey’s shadow. The driver protests that the farmer rented only the donkey, not its shadow
1967	1804	E	Confession in Advance	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A penitent has committed a small sin, for which he is assessed a small amount of money. He pays double so that he can commit another sin for free (can do the same thing again, steal a horse that belongs to the confessor.
1968	1805	-	Confessions of a Pious Woman	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	An old woman confesses her carnal sins to a clergyman, who replies that they must have taken place many years before. The woman agrees, & adds that she still enjoys remembering them.
1969	1805	*	The Clergyman's Children	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A red-headed clergyman demands that a (cattle) thief confess his sins publicly from the pulpit. The clergyman tells the congregation that everything the man says there is true. The thief announces that the clergyman is the father of all the red-haired children in the village.
1970	1806	-	Dinner in Heaven	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	A clergyman visits a condemned criminal to offer him consolation, & tells him that tonight he will be having dinner with God. The criminal invites the clergyman to take his place, but the clergyman declines the invitation (says he is fasting). In some variants, a high-ranking clergyman speaks to soldiers before a battle, encouraging them to fight bravely & saying that those who die will dine with God that very day. The soldiers ask why the clergyman does not join them. He replies that he is not hungry.
1971	1806	*	Tales of Confessions	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	This misc. type consists of various anecedotes about confessions. e.g. the penitent offers to trade his fate (future) with the clergy man’s or gives some other quick-witted answer.
1972	1806	A*	The Clergyman as Prosecutor	Anecdotes & Jokes (1200-1999)	1800-1849 Other Clergyman Jokes	Two farmers (grandfather & grandson) go to confession. The clergyman asks the first (the grandson) where God is, but the man cannot answer. The clergyman asks the other one the same thing, but he also cannot answer. The two men think that the clergyman is blaming them for God’s disappearance & hurry away.
