idx	ATU	SUB	Classifications	Category	Subcategory	Variation Example
1200	1202	-	The Dangerous Sickle	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	In a land where the use of the sickle is unknown, grain is picked or shot down with guns. When the people try to use a sickle, it cuts one of the men. People think the sickle is a dangerous animal & drown it as punishment.
1201	1203	-	The Scythe Cuts a Man's Head Off	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A numskull carries a scythe (sickle) around his neck. When he tries to take it off, he cuts his head off.
1202	1203	A	The Sickle Thought to be a Serpent	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Numskulls find a sickle & mistake it for a serpent (worm, dragon, monster). They strike it & it bounces up & lands around the neck of one of them. When they pull on the “serpent”, they cut off the man’s head.
1203	1204	-	Fool Keeps Repeating His Instructions	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Fool Keeps Repeating His Instructions so as to remember them. He usually forgets them.
1204	1204	**	Milking a Hen	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	This misc. type includes tales in which a fool misunderstands the nature of domestic animals. For example, an (old) woman tries to milk a hen, or she insults (slays) it because it does not suckle its chicks.
1205	1208	*	The Belled Salmon	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A bell is tied on a salmon (eel, pike) so that the fish can be found later.
1206	1210	-	Cow is Taken to the Roof to Graze	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	In some variants, the animal is driven up a ramp; in others it is hoisted up to the roof or a (church-) tower & strangled.
1207	1211	-	The Cow Chwing Its Cud	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	A farmwife (numskull) kills the cow (goat, ox) because she thinks it is mimicking her (will not give her any chewing gum). In some variants, an animal is killed because its lowing (bleating, or the like) is misinterpreted as laughter or mockery. In other variants, a villager believes that the donkey listens to what he tells him, because its ear move.
1208	1213	-	The Pent Cuckoo	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Fools build an enclosure of hedges to hold a cuckoo. It flies over one of the hedges. They say that they have not built the walls high enough In some variants, a numskull decides to close the town gate so that a bird (e.g. falcon, dove) that flew away cannot escape.
1209	1214	-	The Persuavive Auctioner	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	An auctioneer (salesman) praises a man’s worthless cow so much that the man takes it back himself.
1210	1214	*	Driving a Horse into Its Bridle	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	Driving a Horse into Its Collar (Bridle) instead of putting it on the horse.
1211	1215	-	The Miller, His Son, & the Donkey	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	(Asinus vulgi.) A miller & his son travel with one donkey (horse). First the son rides & is rebuked by a passerby for letting his father walk. Then the father rides & is criticized because he makes his son walk. When both ride or both walk, they are still blamed. As a lesson, the father shows the son that it is difficult (impossible) to please every one. In some variants, at the end the father & son carry the donkey (horse) between them & throw it into the water, or kill it.
1212	1216	*	The Lost Prescription	Anecdotes & Jokes (1200-1999)	1200-1349 Fool Stories	It was written in chalk on door & washed off by rain.
